,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
3616,NCT00695214,,propofol sedation,Drug,"apnea|sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
3617,NCT00696215,rasagiline,rasagiline,Drug,cognitive deficits|parkinson disease,parkinson disease,Central Nervous System Diseases
3618,NCT00696787,pregabalin,lyrica® (pregabalin)|desvenlafaxine sustained release (dvs sr),Drug,fibromyalgia syndrome|pain,fibromyalgia,Neuromuscular Diseases
3619,NCT00697073,idebenone,idebenone,Drug,friedreich ataxia,friedreich ataxia,Central Nervous System Diseases
3620,NCT00697164,erythropoietin,erythropoietin,Drug,"cerebral impairment|malaria|malaria, cerebral|seizures|severe malaria","malaria, cerebral",Central Nervous System Diseases
3621,NCT00697762,rwj-333369,rwj-333369,Drug,"epilepsies, partial|partial onset seizures|seizures",seizures,Neurologic Manifestations
3622,NCT00697814,cholecalciferol|clomifene|clomiphene|clomiphene citrate|dopaminergic,clomiphene citrate,Drug,hypogonadotropic hypogonadism|persistent hh|persistent hypogonadism|prolactinoma,prolactinoma,Central Nervous System Diseases
3623,NCT00697918,rwj-333369,rwj-333369,Drug,partial onset seizures,seizures,Neurologic Manifestations
3624,NCT00698581,brivaracetam,brivaracetam,Drug,epilepsy|partial onset seizure|partial onset seizures|secondary generalization,epilepsy,Central Nervous System Diseases
3625,NCT00698763,levosimendan,levosimendan,Drug,history of|ischaemic cerebrovascular event|recent stroke or|stroke|tia,"stroke|ischemic attack, transient",Central Nervous System Diseases
3626,NCT00699283,brivaracetam|brv,brivaracetam,Drug,epilepsy|partial onset seizure|partial onset seizures|secondary generalization,epilepsy,Central Nervous System Diseases
3627,NCT00699465,anticoagulant|enoxaparin,enoxaparin,Drug,acute phase of ich|acute primary intracerebral hemorrhage|cerebral hemorrhage|venous thromboembolism,cerebral hemorrhage,Central Nervous System Diseases
3628,NCT00699621,antiplatelet|antiplatelet agents|platelet inhibitors,,Biological,acute intracerebral hemorrhage|acute primary intracerebral hemorrhage|hematoma|medication,cerebral hemorrhage,Central Nervous System Diseases
3629,NCT00699634,cannabinoid|nabilone,nabilone,Drug,pain|phantom limb,neuropathic pain|neuralgia,Neuromuscular Diseases
3630,NCT00699946,olanzapine,olanzapine,Drug,emergence delirium|joint replacement|knee or hip replacement surgery,delirium,Diseases of the nervous system|Neurologic Manifestations
3631,NCT00700128,contraceptive|frovatriptan|oral contraceptive|oral contraceptive pills|oral contraceptives|triptan,frovatriptan,Drug,headache|headaches|menstrual migraines|menstrually associated migraines|migraine disorders,migraine disorders,Central Nervous System Diseases
3632,NCT00701129,- rhgaa|alglucosidase alfa|myozyme®|recombinant human acid alpha-glucosidase,,Biological,- naive|crim (-)|infantile-onset pompe disease,glycogen storage disease type ii,Central Nervous System Diseases
3633,NCT00701129,- rhgaa|alglucosidase alfa|myozyme®|recombinant human acid alpha-glucosidase,methotrexate|rituximab,Drug,- naive|crim (-)|infantile-onset pompe disease,glycogen storage disease type ii,Central Nervous System Diseases
3634,NCT00701233,botulinum toxin|botulinum toxin a|onabotulinumtoxina|steroid,corticosteroid injection into carpal tunnel|botulinum toxin,Drug,carpal tunnel syndrome,carpal tunnel syndrome,Neuromuscular Diseases
3635,NCT00701363,lanreotide|octreotide,lanreotide autogel 120 mg,Drug,acromegal|acromegalic,acromegaly,Central Nervous System Diseases
3636,NCT00701389,mk0974|sumatriptan|telcagepan|telcagepant,telcagepant potassium|sumatriptan,Drug,migraine|migraine disorders,migraine disorders,Central Nervous System Diseases
3637,NCT00701415,agalsidase beta|fabrazyme,,Biological,fabry disease,fabry disease,Central Nervous System Diseases
3638,NCT00701428,angiotensin-ii-antagonist|losartan,losartan,Drug,"hypertensive|sleep apnea, obstructive|therapy-resistent hypertensive",sleep apnea syndromes,Sleep Wake Disorders
3639,NCT00701428,angiotensin-ii-antagonist|losartan,,Other,"hypertensive|sleep apnea, obstructive|therapy-resistent hypertensive",sleep apnea syndromes,Sleep Wake Disorders
3640,NCT00701493,topiramate|topiramate rwj-17021-000,topiramate oral liquid formulation;topiramate sprinkle formulation,Drug,,epilepsy,Central Nervous System Diseases
3641,NCT00701701,alglucosidase alfa,,Biological,glycogen storage disease type ii,glycogen storage disease type ii,Central Nervous System Diseases
3642,NCT00701909,ketamine|morphine|opioid,morphine plus ketamine|morphine plus saline,Drug,open wound care|open wound care procedure|pain|traumatic injury|wound care procedure,hallucinations|hyperalgesia,Neurologic Manifestations
3643,NCT00702143,,florbetapir f 18,Drug,alzheimer disease|mild cognitive impairment,alzheimer disease,Neurodegenerative Diseases
3644,NCT00702468,sativex,sativex,Drug,multiple sclerosis|spasticity,multiple sclerosis,Demyelinating Diseases
3645,NCT00702780,escitalopram,escitalopram,Drug,alzheimer disease|mild to moderate ad,alzheimer disease,Neurodegenerative Diseases
3646,NCT00702793,varenicline,varenicline,Drug,schizophrenia|severe and persistent mental illness|smoking,schizophrenia,Diseases of the nervous system
3647,NCT00703430,memantine,memantine,Drug,"aggression|agitation|alzheimer disease|dementia|dementia, vascular",alzheimer disease,Neurodegenerative Diseases
3648,NCT00703677,lithium,lithium,Drug,"corticobasal degeneration|progressive supranuclear palsy|supranuclear palsy, progressive","progressive supranuclear palsy|supranuclear palsy, progressive",Cranial Nerve Diseases
3649,NCT00704301,haloperidol|rivastigmine,rivastigmine,Drug,delirium|icu|intensive care,delirium,Diseases of the nervous system|Neurologic Manifestations
3650,NCT00704379,sertraline,sertraline,Drug,"anxiety disorders|brain injuries, traumatic|mood|mood disorders","brain injuries, traumatic",Central Nervous System Diseases
3651,NCT00704509,bifeprunox|quetiapine,bifeprunox|quetiapine,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
3652,NCT00704782,donepezil|latrepirdine,latrepirdine,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
3653,NCT00704899,,amitryptiline,Drug,fibromyalgia syndrome,fibromyalgia,Neuromuscular Diseases
3654,NCT00705783,aripiprazole,aripiprazole depot,Drug,psychotic|schizophrenia,schizophrenia,Diseases of the nervous system
3655,NCT00705939,glucocerebrosidase|recombinant human glucocerebrosidase|taliglucerase alfa,taliglucerase alfa,Drug,gaucher disease,gaucher disease,Central Nervous System Diseases
3656,NCT00706147,arimoclomol,arimoclomol,Drug,amyotrophic lateral sclerosis|sod1 positive familial als|sod1 positive familial amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
3657,NCT00706589,aripiprazole,aripiprazole,Drug,chronic tic disorders|tourette syndrome,tourette syndrome,Central Nervous System Diseases
3658,NCT00706654,aripiprazole|opc-14597,aripiprazole depot 25 or 50 mg|aripiprazole depot 300 or 400 mg|aripiprazole 10-30 mg orally,Drug,psychotic|schizophrenia,schizophrenia,Diseases of the nervous system
3659,NCT00706810,hydroxyurea|temozolomide|verapamil,verapamil|hydroxyurea,Drug,malignant brain tumors|meningioma|primary adult brain tumors|refractory meningiomas|tumor,meningioma,Nervous System Neoplasms
3660,NCT00707382,antipsychotic,,Genetic,schizophrenia,schizophrenia,Diseases of the nervous system
3661,NCT00707382,antipsychotic,,Other,schizophrenia,schizophrenia,Diseases of the nervous system
3662,NCT00708396,escitalopram,escitalopram,Drug,oc|ocd|psychotic disorders|responsive|schizoaffective disorder|schizophrenia,schizophrenia,Diseases of the nervous system
3663,NCT00708552,donepezil|sb-742457,sb-742457|donepezil,Drug,alzheimer disease|mild-to-moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
3664,NCT00709202,betahistine|histamine analog,betahistine,Drug,antipsychotic induced weight gain|antipsychotics|meniere's disease|metabolic syndrome|second generation antipsychotic induced weight gain,schizophrenia,Diseases of the nervous system
3665,NCT00709852,gadavist|gadobutrol,"gadoteridol (prohance)|gadobutrol (gadavist, gadovist, bay86-4875)",Drug,,central nervous system diseases,Central Nervous System Diseases
3666,NCT00710424,sativex,sativex,Drug,diabetic neuropathies|pain,diabetic neuropathies,Neuromuscular Diseases
3667,NCT00710554,sativex,sativex,Drug,allodynia|peripheral neuropathic pain,peripheral nervous system diseases,Neuromuscular Diseases
3668,NCT00710684,donepezil|sb-742457,sb-742457 35mg|sb-742457 15mg|donepezil 5-10mg,Drug,mild-to-moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
3669,NCT00711087,botulinum toxin|botulinum toxin a|btx-a|onabotulinumtoxina,botox-a,Drug,cervical and high thoracic (t10 and above) sci|detrusor external sphincter dyssynergia|early spinal cord injury|sci|spinal cord injuries,spinal cord injuries,"Trauma, Nervous System"
3670,NCT00711087,botulinum toxin|botulinum toxin a|btx-a|onabotulinumtoxina,,Other,cervical and high thoracic (t10 and above) sci|detrusor external sphincter dyssynergia|early spinal cord injury|sci|spinal cord injuries,spinal cord injuries,"Trauma, Nervous System"
3671,NCT00711269,lurasidone hcl|sm-13496,sm-13496 (lurasidone hcl)|risperidone,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
3672,NCT00711464,modafinil,"modafinil (m1, m2, m4)",Drug,cognitive dysfunction|schizophrenia,schizophrenia,Diseases of the nervous system
3673,NCT00711646,cannabidiol|dronabinol|sativ,sativex®,Drug,ms|multiple sclerosis|spasticity,multiple sclerosis,Demyelinating Diseases
3674,NCT00711880,sativex,sativex®,Drug,allodynia|peripheral neuropathic pain,peripheral nervous system diseases,Neuromuscular Diseases
3675,NCT00711919,pitavastatin|pravastatin,pitavastatin,Drug,abnormal thickening of imt|atherosclerosis|hyperlipidemia,carotid artery diseases,Central Nervous System Diseases
3676,NCT00712270,antipsychotic|aripiprazole|risperidone,aripiprazole|risperidone,Drug,schizophrenia|schizophrenic,schizophrenia,Diseases of the nervous system
3677,NCT00712348,imiglucerase|plant cell expressed recombinant human glucocerebrosidase|taliglucerase alfa,taliglucerase alfa,Drug,gaucher disease,gaucher disease,Central Nervous System Diseases
3678,NCT00712426,creatine|creatine monohydrate,creatine monohydrate,Drug,huntington disease,huntington disease,Neurodegenerative Diseases
3679,NCT00712660,,antipsychotic dose increase,Drug,psychotic disorders|relapse of psychosis|schizoaffective disorder|schizophrenia,schizophrenia,Diseases of the nervous system
3680,NCT00712686,aripiprazole|olanzapine,aripiprazole|olanzapine,Drug,acute schizophrenia|schizophrenia,schizophrenia,Diseases of the nervous system
3681,NCT00712725,mk3207,mk3207- 5 mg|mk3207- 50 mg|mk3207- 20 mg|mk3207- 100 mg|mk3207- 2.5 mg|mk3207- 10 mg,Drug,acute migraine,migraine|migraine disorders,Diseases of the nervous system|Central Nervous System Diseases
3682,NCT00713323,sativex,sativex®,Drug,neuralgia|neuropathic pain,peripheral nervous system diseases,Neuromuscular Diseases
3683,NCT00713622,epilim|sodium valproate|zonisamide,zonisamide|sodium valproate,Drug,epilepsy,epilepsy,Central Nervous System Diseases
3684,NCT00713726,fentanyl|tramadol,tramadol|fentanyl,Drug,,analgesia,Diseases of the nervous system
3685,NCT00713765,azd3480|donepezil,azd3480|donepezil,Drug,and poor metaboliser,alzheimer disease,Neurodegenerative Diseases
3686,NCT00713817,sativex,sativex®,Drug,neuralgia|neuropathic pain,peripheral nervous system diseases,Neuromuscular Diseases
3687,NCT00714740,acetazolamide,acetazolamide,Drug,"sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
3688,NCT00715273,,niacin|atorvastatin|colesevelam,Drug,atherosclerosis|atherosclerotic|carotid artery diseases|carotid plaque|coronary artery disease,carotid artery diseases,Central Nervous System Diseases
3689,NCT00715364,epoetin alfa|erythropoietin|hcg|human chorionic gonadotropin|ntx™-265,"ntx™-265: rhcg, then repo",Drug,acute ischemic stroke,stroke,Central Nervous System Diseases
3690,NCT00715377,anticholinergic antiparkinsonian agents|anticholinergics|benzatropine|benztropine|second generation antipsychotics,benztropine|benzatropine,Drug,antipsychotic-induced parkinsonian symptoms|eps|extrapyramidal symptoms|primary psychotic disorder|psychotic symptoms|schizophrenia,schizophrenia,Diseases of the nervous system
3691,NCT00715520,,amphetamine sulfate|methylphenidate|carbidopa-levodopa,Drug,stroke,stroke,Central Nervous System Diseases
3692,NCT00715858,doxycycline|rifampicin|rifampin,rifampin|rifampicin|doxycycline,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
3693,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Biological,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,stiff-person syndrome|stiff person syndrome|autoimmune diseases of the nervous system,Autoimmune Diseases of the Nervous System
3694,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Biological,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,"vasculitis, central nervous system",Central Nervous System Diseases
3695,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Biological,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,neuromyelitis optica,Cranial Nerve Diseases
3696,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Biological,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,opsoclonus-myoclonus syndrome,Neurologic Manifestations
3697,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Biological,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,myasthenia gravis,Neuromuscular Diseases
3698,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",cytarabine|etoposide|carmustine|prednisone|melphalan,Drug,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,stiff-person syndrome|stiff person syndrome|autoimmune diseases of the nervous system,Autoimmune Diseases of the Nervous System
3699,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",cytarabine|etoposide|carmustine|prednisone|melphalan,Drug,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,"vasculitis, central nervous system",Central Nervous System Diseases
3700,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",cytarabine|etoposide|carmustine|prednisone|melphalan,Drug,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,neuromyelitis optica,Cranial Nerve Diseases
3701,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",cytarabine|etoposide|carmustine|prednisone|melphalan,Drug,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,opsoclonus-myoclonus syndrome,Neurologic Manifestations
3702,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",cytarabine|etoposide|carmustine|prednisone|melphalan,Drug,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,myasthenia gravis,Neuromuscular Diseases
3703,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Other,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,stiff-person syndrome|stiff person syndrome|autoimmune diseases of the nervous system,Autoimmune Diseases of the Nervous System
3704,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Other,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,"vasculitis, central nervous system",Central Nervous System Diseases
3705,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Other,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,neuromyelitis optica,Cranial Nerve Diseases
3706,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Other,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,opsoclonus-myoclonus syndrome,Neurologic Manifestations
3707,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Other,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,myasthenia gravis,Neuromuscular Diseases
3708,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Procedure,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,stiff-person syndrome|stiff person syndrome|autoimmune diseases of the nervous system,Autoimmune Diseases of the Nervous System
3709,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Procedure,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,"vasculitis, central nervous system",Central Nervous System Diseases
3710,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Procedure,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,neuromyelitis optica,Cranial Nerve Diseases
3711,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Procedure,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,opsoclonus-myoclonus syndrome,Neurologic Manifestations
3712,NCT00716066,"antithymocyte globulin|carmustine|cytarabine|cytarabine, and|etoposide|etoposide,|melphalan|thymoglobulin|tricyclazole",,Procedure,autoimmune neurologic disease|autoimmune neurologic diseases|autoimmune neurological diseases,myasthenia gravis,Neuromuscular Diseases
3713,NCT00716274,atomoxetine,atomoxetine,Drug,attention-deficit|attention-deficit/hyperactivity disorder|comorbid dyslexia|hyperactivity disorder,dyslexia,Diseases of the nervous system|Neurologic Manifestations
3714,NCT00716469,ls11,ls11,Drug,"neurofibroma, plexiform|neurofibromatosis 1|tumor",neurofibroma,Diseases of the nervous system|Nervous System Neoplasms
3715,NCT00716755,antipsychotic|antipsychotics|dopamine,risperidone/olanzapine and pet scans,Drug,schizophrenia|schizophrenia-spectrum disorders,schizophrenia,Diseases of the nervous system
3716,NCT00716976,sodium thiosulfate,sodium thiosulfate,Drug,cancer|cisplatin|cisplatin-induced ototoxicity|germ cell tumor|hearing loss|hepatoblastoma|malignancy|medulloblastoma|neuroblastoma|osteosarcoma,brain neoplasms|central nervous system neoplasms,Nervous System Neoplasms
3717,NCT00716976,sodium thiosulfate,,Procedure,cancer|cisplatin|cisplatin-induced ototoxicity|germ cell tumor|hearing loss|hepatoblastoma|malignancy|medulloblastoma|neuroblastoma|osteosarcoma,brain neoplasms|central nervous system neoplasms,Nervous System Neoplasms
3718,NCT00718328,simvastatin|statins,simvastatin 80 mg,Drug,cerebral hemorrhage|perihematomal edema|spontaneous intracerebral hemorrhage,cerebral hemorrhage,Central Nervous System Diseases
3719,NCT00718341,afq056,af056,Drug,fragile x syndrome,fragile x syndrome,Neurologic Manifestations
3720,NCT00718510,arginine,arginine,Drug,depressive|psychotic disorders|schizoaffective disorder|schizophrenia,schizophrenia,Diseases of the nervous system
3721,NCT00718731,gsi 136|gsi-136,gsi-136,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
3722,NCT00718731,gsi 136|gsi-136,,Other,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
3723,NCT00719394,gamma-secretase inhibitor|gsi-136,gsi 136,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
3724,NCT00720018,np101|sumatriptan,np101 sumatriptan iontophoretic transdermal patch,Drug,,migraine disorders,Central Nervous System Diseases
3725,NCT00720161,insulin|metformin,metformin,Drug,insulin resistance|motor deficit|neurological or neuromuscular diseases|obesity|overweight/obese,spinal dysraphism|spina bifida,Nervous System Malformations
3726,NCT00720161,insulin|metformin,metformin,Drug,insulin resistance|motor deficit|neurological or neuromuscular diseases|obesity|overweight/obese,neuromuscular diseases,Neuromuscular Diseases
3727,NCT00720759,cycloserine,,Behavioral,paralysis of|stroke,stroke,Central Nervous System Diseases
3728,NCT00720759,cycloserine,d-cycloserine + distributed treatment,Drug,paralysis of|stroke,stroke,Central Nervous System Diseases
3729,NCT00721825,,neuroaid,Drug,post-stroke|stroke,cerebral infarction|stroke,Central Nervous System Diseases
3730,NCT00722046,pf 04360365|ponezumab,,Biological,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
3731,NCT00722176,bl-1020|risperidone,bl-1020 10-30 mg|bl-1020|risperidone,Drug,schizophrenic,schizophrenia,Diseases of the nervous system
3732,NCT00723580,,risperidone,Drug,kabuki syndrome,"sleep disorders, circadian rhythm",Chronobiology Disorders
3733,NCT00723580,,risperidone,Drug,kabuki syndrome,psychomotor agitation,Neurologic Manifestations
3734,NCT00723606,haloperidol|ziprasidone,intramuscular ziprasidone mesylate|intramuscular haloperidol,Drug,agitation|agitation of schizophrenia|schizophrenia,schizophrenia,Diseases of the nervous system
3735,NCT00723866,botulinum toxin type a|btxa,,Other,chronic stroke|spasticity|stroke,stroke,Central Nervous System Diseases
3736,NCT00723918,methadone|sab378,methadone|sab378,Drug,hiv-associated painful peripheral neuropathy|painful hiv-associated neuropathy,polyneuropathies|polyneuropathy,Diseases of the nervous system|Neuromuscular Diseases
3737,NCT00723983,np101|sumatriptan|sumatriptan nasal,sumatriptan succinate|np101 study patch,Drug,acute migraine attack|migraine|migraine disorders,migraine disorders,Central Nervous System Diseases
3738,NCT00724048,acr16,acr16,Drug,hart|huntington disease,huntington disease,Neurodegenerative Diseases
3739,NCT00724048,acr16,,Other,hart|huntington disease,huntington disease,Neurodegenerative Diseases
3740,NCT00724594,acetylcysteine,acetylcysteine|control,Drug,brain injuries|intrauterine infection|maternal chorioamnionitis,brain injuries,"Trauma, Nervous System"
3741,NCT00724724,,butylphthalide soft capsules|aspirin|acetylsalicylic acid,Drug,ischemic stroke,"stroke|ischemic attack, transient",Central Nervous System Diseases
3742,NCT00724802,acetate|triacetin,,Dietary Supplement,aspartoacylase deficiency|canavan|canavan disease,canavan disease,Demyelinating Diseases
3743,NCT00724802,acetate|triacetin,gta glyceryl triacetate,Drug,aspartoacylase deficiency|canavan|canavan disease,canavan disease,Demyelinating Diseases
3744,NCT00724815,np101|sumatriptan,np101 - sumatriptan iontophoretic transdermal patch,Drug,acute migraine|headache|phonophobia|photophobia,migraine disorders,Central Nervous System Diseases
3745,NCT00724906,altropane,123 i - altropane®,Drug,parkinson disease|parkinsonian disorders|tremor,parkinsonian disorders,Central Nervous System Diseases
3746,NCT00725075,antipsychotic|generation antipsychotic|mk-8435|org 25935|second|second generation antipsychotic,mk-8435 (org 25935) 12-16 mg|mk-8435 (org 25935) 4-8 mg,Drug,"predominant, persistent negative symptoms of schizophrenia|schizophrenia",schizophrenia,Diseases of the nervous system
3747,NCT00725855,mem 3454|nicotinic alpha-7,mem 3454,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
3748,NCT00725985,beta|cladribine|interferon,cladribine|rebif® new formulation (rnf),Drug,clinical demyelinating event|clinically isolated syndrome|first clinical event|multiple sclerosis|risk|risk of,multiple sclerosis,Demyelinating Diseases
3749,NCT00726115,sam-531,sam-531,Drug,,alzheimer disease,Neurodegenerative Diseases
3750,NCT00726726,bms-708163|caffeine|dextromethorphan|midazolam|omeprazole|warfarin,"interacting drugs - cooperstown cocktail (midazolam, warfarin, (+ vitamin k), caffeine, omeprazole and dextromethorphan)|bms-708163|bms-708163 + cooperstown cocktail",Drug,,alzheimer disease,Neurodegenerative Diseases
3751,NCT00727103,chantixtm|varenicline,varenicline,Drug,alcohol and|alcohol dependence|alcohol use|nicotine|nicotine dependent|psychotic disorders|schizoaffective disorder|schizophrenia|smoking,schizophrenia,Diseases of the nervous system
3752,NCT00727194,cyclophosphamide|cyclosporine|eculizumab|methotrexate|mycophenolate|mycophenolic acid|prednisone,eculizumab,Drug,generalized myasthenia gravis|gmg|moderate to severe muscle weakness,myasthenia gravis,Neuromuscular Diseases
3753,NCT00727233,bay 43-9006|raf kinase and receptor tyrosine kinase inhibitor|sorafenib,"radiographic evaluation|toxicity, pharmacokinetics|pharmacodynamics|qol assessment, neuropsychological|bony toxicity|nexavar (bay 43-9006) (sorafenib)",Drug,"inoperable plexiform neurofibromas|inoperable pn|neurofibroma, plexiform|neurofibromatosis 1|nf1|tumor","neurofibroma, plexiform",Nervous System Neoplasms
3754,NCT00727233,bay 43-9006|raf kinase and receptor tyrosine kinase inhibitor|sorafenib,"radiographic evaluation|toxicity, pharmacokinetics|pharmacodynamics|qol assessment, neuropsychological|bony toxicity|nexavar (bay 43-9006) (sorafenib)",Drug,"inoperable plexiform neurofibromas|inoperable pn|neurofibroma, plexiform|neurofibromatosis 1|nf1|tumor",neurofibromatosis 1,Neurocutaneous Syndromes
3755,NCT00727246,citicoline,citicoline,Drug,"brain injuries, traumatic|craniocerebral trauma",brain injuries,"Trauma, Nervous System"
3756,NCT00727922,mangafodipir|oxaliplatin,mangafodipir,Drug,neurotoxicity|oxaliplatin neuropathy|oxaliplatin neurotoxicity,neurotoxicity syndromes,Neurotoxicity Syndromes
3757,NCT00728091,satavaptan|sr121463b,satavaptan,Drug,dilutional hyponatremia|inappropriate adh syndrome|syndrome of inappropriate antidiuretic hormone secretion,inappropriate adh syndrome,Central Nervous System Diseases
3758,NCT00728182,na-1,na-1,Drug,endovascular procedure|endovascular repair of brain aneurysm|endovascular repair of brain aneurysms|ischemic brain damage|ischemic embolic strokes|procedure|stroke,stroke,Central Nervous System Diseases
3759,NCT00728195,jnj-37822681|olanzapine,jnj-37822681|olanzapine,Drug,delusions|hallucinations|schizophrenia,schizophrenia,Diseases of the nervous system
3760,NCT00728728,pregnenolone,,Dietary Supplement,negative|psychotic disorders|schizoaffective disorder|schizophrenia,schizophrenia,Diseases of the nervous system
3761,NCT00728728,pregnenolone,dietary supplement: pregnenolone,Drug,negative|psychotic disorders|schizoaffective disorder|schizophrenia,schizophrenia,Diseases of the nervous system
3762,NCT00729963,sibutramine,,Device,"obese|sleep apnea syndromes|sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
3763,NCT00729963,sibutramine,sibutramine,Drug,"obese|sleep apnea syndromes|sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
3764,NCT00730184,potassium bicarbonate,,Dietary Supplement,,sarcopenia,Neurologic Manifestations
3765,NCT00731224,cholinesterase inhibitor|rivastigmine,rivastigmine transdermal patch,Drug,alzheimer disease|probable alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
3766,NCT00731549,aripiprazole,aripiprazole im depot,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
3767,NCT00732108,topiramate,topiramate,Drug,dizziness|migraine|migraine disorders,migraine|migraine disorders,Diseases of the nervous system|Central Nervous System Diseases
3768,NCT00732238,antibiotics,,Other,catheter-related infection|catheter-related urinary tract infection|spinal cord injuries|urinary tract infection,"urinary bladder, neurogenic",Neurologic Manifestations
3769,NCT00732238,antibiotics,,Other,catheter-related infection|catheter-related urinary tract infection|spinal cord injuries|urinary tract infection,spinal cord injuries,"Trauma, Nervous System"
