,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
1195,NCT00142506,hormone therapy|radiotherapy|sildenafil|sildenafil citrate|viagra,sildenafil citrate and questionaires,Drug,clinically localized prostate cancer|erectile dysfunction|of er|radiation|radiation treatment|radiotherapy,erectile dysfunction,Diseases Category
1196,NCT00142545,apomorphine,apomorphine hcl injection,Drug,"late-stage parkinson's disease|off "" episodes|on-off "" or|wearing-off "" effects",parkinson disease,Central Nervous System Diseases
1197,NCT00142779,fluoxetine|serotonin treatment,fluoxetine,Drug,addicted to|anxiety disorders|cocaine|cocaine dependence|cocaine-related disorders|depression|methadone treatment|opioids|severe cocaine addiction,cocaine-related disorders,Diseases Category
1198,NCT00142805,ac-1202|tricaprylin,tricaprylin,Other|Drug,"mild to moderate severity|mild to moderate, probable alzheimer's disease|probable alzheimer's disease",alzheimer disease,Neurodegenerative Diseases
1199,NCT00142818,modafinil|naltrexone,naltrexone|modafinil,Drug,addic|alcohol|alcohol addiction|alcohol dependence|cocaine|cocaine addicts|cocaine and|drug and|drug and alcohol|substance-related disorders,cocaine-related disorders|alcohol-related disorders,Diseases Category
1200,NCT00142831,bupropion|nicotine,pharmacotherapies for smoking cessation,Drug,depression|nicotine dependence|nicotine dependent|smoking|tobacco use|tobacco use disorder,tobacco use disorder,Diseases Category
1201,NCT00142844,disulfiram|naltrexone,disulfiram|naltrexone,Drug,alcohol|alcohol dependence|cocaine|cocaine dependent|dependent on alcohol,cocaine-related disorders|alcohol-related disorders,Diseases Category
1202,NCT00142870,bupropion,bupropion,Drug,"chronic, heavy marijuana use|marijuana|marijuana withdrawal|tobacco use|withdrawal|withdrawal syndrome",substance-related disorders|marijuana abuse,Diseases Category
1203,NCT00142883,gamma-aminobutyric acid,pregabalin,Drug,addic|addicts|cocaine|cocaine-related disorders,cocaine-related disorders,Diseases Category
1204,NCT00142961,atomoxetine,atomoxetine,Other|Drug,attention deficit hyperactivity disorder|marijuana|marijuana abuse,marijuana abuse,Diseases Category
1205,NCT00143026,carbidopa|entacapone|levodopa,"carbidopa, levodopa, entacapone",Drug,fluctuations|parkinson disease,parkinson disease,Central Nervous System Diseases
1206,NCT00143130,pregabalin,pregabalin,Drug,partial seizures,seizures,Neurologic Manifestations
1207,NCT00143143,pregabalin,pregabalin,Drug,partial seizures,"epilepsies, partial|epilepsy, complex partial",Central Nervous System Diseases
1208,NCT00143156,pregabalin,pregabalin,Drug,diabetic peripheral neuropathy|neuralgia|neuropathic pain|pain|painful diabetic peripheral neuropathy,diabetic neuropathies,Neuromuscular Diseases
1209,NCT00143182,asenapine|olanzapine,olanzapine|asenapine,Drug,acute mania|bipolar disorder|bipolar mania|depression|episodes|mania|manic or mixed episodes,bipolar disorder,Psychiatry and Psychology Category
1210,NCT00143221,sildenafil citrate|viagra,viagra,Drug,benign prostatic hyperplasia|erectile dysfunction|lower urinary tract symptoms,erectile dysfunction,Diseases Category
1211,NCT00143260,viagra,viagra (sildenafil citrate) 100 mg,Drug,mild to moderate erectile dysfunction,erectile dysfunction,Diseases Category
1212,NCT00143351,ziprasidone,ziprasidone,Drug,resistant schizophrenic|resistant/intolerant schizophrenic|schizophrenia,schizophrenia,Diseases of the nervous system
1213,NCT00143416,b2036-peg|pegvisomant,pegvisomant,Drug,acromegaly,acromegaly,Central Nervous System Diseases
1214,NCT00144014,,v10153,Drug,acute ischaemic stroke,stroke,Central Nervous System Diseases
1215,NCT00144209,benserazide|dopamine agonist|levodopa|madopar|pramipexole|sifrol,pramipexole|levodopa in combination with benserazide,Drug,idiopathic restless legs syndrome|restless legs syndrome|rls,restless legs syndrome,Restless Legs Syndrome
1216,NCT00144235,g115|guarana|multimineral|multivitamin|pharm|phl 007|phl 00749,pharmaton phl 00749,Drug,and physical stress|fatigue,mental fatigue,Diseases Category
1217,NCT00144300,pramipexole|ropinirole,pramipexole|ropinirole,Drug,early parkinson's disease|pd,parkinson disease,Central Nervous System Diseases
1218,NCT00144690,e2007,e2007 (perampanel),Drug,refractory partial seizures|refractory partial-onset seizures|secondarily generalized seizures,epilepsy,Central Nervous System Diseases
1219,NCT00145132,escitalopram,,Procedure,depression,depression,Psychiatry and Psychology Category
1220,NCT00145171,apomorphine,apomorphine hcl injection,Drug,late stage parkinson's disease,parkinson disease,Central Nervous System Diseases
1221,NCT00145249,amphotericin b|fluconazole,amphotericin b|fluconazole,Drug,"acquired immune deficiency syndrome|aids-associated cryptococcal meningitis|meningitis, cryptococcal","meningitis, cryptococcal",Central Nervous System Diseases
1222,NCT00145405,lanreotide|lanreotide autogel|oct|octreotide|somatostatin analogues,lanreotide autogel and octreotide lar,Drug,acromegalic|acromegaly|macroadenomas|microadenomas,acromegaly,Central Nervous System Diseases
1223,NCT00145444,antipsychotics|olanzapine|ziprasidone,ziprasidone|olanzapine,Drug,recent-onset schizophrenia|schizoaffective and schizophreniform disorder,psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1224,NCT00145470,asenapine|lithium|valproate|valproic acid,asenapine,Drug,acute manic or mixed episode|acute manic or mixed episodes|bipolar i disorder,bipolar disorder,Psychiatry and Psychology Category
1225,NCT00145496,"antipsychotics|asenapine|atypical "" antipsychotics|haloperidol|olanzapine",olanzapine|asenapine,Drug,"persistent negative symptoms of schizophrenia|predominant, persistent negative symptoms of schizophrenia|schizophrenia",schizophrenia,Diseases of the nervous system
1226,NCT00145509,asenapine|lithium|valproic acid,asenapine,Drug,acute manic or mixed episode|acute manic or mixed episodes|bipolar i disorder,bipolar disorder,Psychiatry and Psychology Category
1227,NCT00146068,interferon beta-1a|simvastatin,avonex/zocor,Drug,clinically isolated syndrome|multiple sclerosis,multiple sclerosis,Demyelinating Diseases
1228,NCT00146211,icosapent ethyl|miraxion,ethyl-epa (miraxion™),Drug,huntington disease|mild to moderate huntington's disease,huntington disease,Neurodegenerative Diseases
1229,NCT00146237,carbamazepine|inositol|li|lithium|phenytoin|serotonin specific reuptake inhibitor|ssri|valproate|valproic acid,phenytoin,Drug,antidepressant failures|atypical depression|bipolar|bp disorder|depressed|depressive disorder|severe depression|ssri failures,depression,Psychiatry and Psychology Category
1230,NCT00147303,sarpogrelate,mci-9042,Drug,atherosclerotic peripheral arterial disease|cerebral infarction,cerebral infarction,Central Nervous System Diseases
1231,NCT00147316,alteplase|duteplase|recombinant tissue plasminogen activator|tissue plasminogen activator,alteplase,Drug,acute ischemic stroke,brain ischemia|cerebral infarction,Central Nervous System Diseases
1232,NCT00147394,risperidone,risperidone,Drug,pervasive developmental disorder,"child development disorders, pervasive",Psychiatry and Psychology Category
1233,NCT00147628,sildenafil|sildenafil citrate,sildenafil citrate,Drug,ed|erectile dysfunction,erectile dysfunction,Diseases Category
1234,NCT00148031,,pegylated interferon and ribavirin,Drug,hcv) infection|hepatitis c|hepatitis c viral|hepatitis c viral (|idus|injection drug users,substance-related disorders,Diseases Category
1235,NCT00148083,atypical antipsychotic|ris|risperidone,risperdal consta (drug),Behavioral|Drug,schizophrenia,psychotic disorders|schizoaffective disorder|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1236,NCT00148447,escitalopram,escitalopram,Drug,negative symptoms|schizophrenia,schizophrenia,Diseases of the nervous system
1237,NCT00148486,ns 2330|triple reuptake inhibitor,ns 2330,Drug,early parkinson's disease,parkinson disease,Central Nervous System Diseases
1238,NCT00148512,levodopa|tesofensine,1. tesofensine (ns 2330),Drug,motor fluctuations|parkinson|parkinson disease,parkinson disease,Central Nervous System Diseases
1239,NCT00148564,atypical antipsychotics|olanzapine|ziprasidone,ziprasidone|olanzapine,Drug,psychotic disorders|schizophrenia,schizophrenia,Diseases of the nervous system
1240,NCT00148590,memantine|risperidon,memantine,Drug,acute schizophrenia|cognitive dysfunction|negative symptomatology|negative symptoms,schizophrenia,Diseases of the nervous system
1241,NCT00149188,somatulin|somatuline,lanreotide (autogel formulation),Drug,acromegaly,acromegaly,Central Nervous System Diseases
1242,NCT00149227,angiotensin-receptor blocker|valsartan,valsartan|non-arb,Drug,high risk|high risk hypertension|hypertension,stroke,Central Nervous System Diseases
1243,NCT00149292,ly2140023|mglu2/3 agonist|olanzapine,ly2140023|olanzapine,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
1244,NCT00149617,buspirone,buspirone,Drug,marijuana abuse,marijuana abuse|mood disorders,Diseases Category|Psychiatry and Psychology Category
1245,NCT00149630,disulfiram,methadone||disulfiram,Other|Behavioral|Drug,alcoholism|cocaine|cocaine addicts|cocaine dependence|cocaine-related disorders|dopamine beta hydroxylase|dopamine beta hydroxylase (dbh)|drug|methadone|opiate addicts,cocaine-related disorders|cocaine dependence,Diseases Category
1246,NCT00149643,fluoxetine,fluoxetine|,Other|Drug,cannabis disorder|major depressive disorder|marijuana abuse,marijuana abuse,Diseases Category
1247,NCT00149656,multivitamins|selenium,,Other|Dietary Supplement,drug|hiv|hiv disease|substance-related disorders,substance-related disorders,Diseases Category
1248,NCT00149669,naltrexone|opioid,,Behavioral,hiv|injection drug users|opiate|opiate-dependent injection drug users,"cocaine-related disorders|substance abuse, intravenous",Diseases Category
1249,NCT00149799,escitalopram,escitalopram,Drug,body dysmorphic disorder|body dysmorphic disorders,somatoform disorders|anxiety disorders,Psychiatry and Psychology Category
1250,NCT00149838,,antidepressant regimen,Drug,depressed|depression|major depression|moderate treatment resistance,depression,Psychiatry and Psychology Category
1251,NCT00150176,asenapine,asenapine - open label|asenapine - double blind,Drug,acute episode of schizophrenia|acute psychotic episodes|impending relapse|relapse|schizophrenia,schizophrenia,Diseases of the nervous system
1252,NCT00150215,olanzapine|pf-00184562,pf-00184562|olanzapine,Drug,,schizophrenia,Diseases of the nervous system
1253,NCT00150293,pregabalin,pregabalin,Drug,partial seizures,"epilepsies, partial",Central Nervous System Diseases
1254,NCT00150306,sertraline,zoloft (sertraline),Drug,"stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
1255,NCT00150358,viagra,sildenafil citrate,Drug,antihypertensive|arterial hypertension|erectile dysfunction,erectile dysfunction,Diseases Category
1256,NCT00150436,pregabalin,pregabalin,Drug,"neuralgia, postherpetic",neuralgia,Neuromuscular Diseases
1257,NCT00150449,pregabalin,pregabalin,Drug,anxiety disorders,anxiety disorders,Psychiatry and Psychology Category
1258,NCT00150553,spd417,extended-release carbamazepine,Drug,bipolar i|bipolar manic|manic,bipolar disorder,Psychiatry and Psychology Category
1259,NCT00150605,spd417,extended-release carbamazepine,Drug,bipolar i disorder,bipolar disorder,Psychiatry and Psychology Category
1260,NCT00150709,levetiracetam|ucb l059,levetiracetam,Drug,epilepsy,"epilepsies, partial",Central Nervous System Diseases
1261,NCT00150735,carbamazepine|levetiracetam,levetiracetam,Drug,epilepsy|partial or generalized tonic-clonic seizures,"epilepsy, generalized",Central Nervous System Diseases
1262,NCT00150748,levetiracetam,levetiracetam 500 mg|levetiracetam 166 mg|levetiracetam 250 mg,Drug,primary generalized seizures,"epilepsy, generalized",Central Nervous System Diseases
1263,NCT00150800,brivaracetam,brivaracetam,Drug,epilepsy,epilepsy,Central Nervous System Diseases
1264,NCT00151294,escitalopram,escitalopram oxalate antidepressant,Drug,depressed|depression|multiple sclerosis,multiple sclerosis|depression,Demyelinating Diseases|Psychiatry and Psychology Category
1265,NCT00151333,sra-333,sra-333,Drug,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
1266,NCT00151398,donepezil|lecozotan|sra-333,lecozotan sr|donepezil,Drug,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
1267,NCT00151424,asenapine|olanzapine,olanzapine|asenapine,Drug,acute exacerbation of schizophrenia|schizophrenia,schizophrenia,Diseases of the nervous system
1268,NCT00151437,pegvisomant,pegvisomant treatment,Procedure|Drug,acromegalic|acromegaly|refractory to conventional therapy,acromegaly,Central Nervous System Diseases
1269,NCT00151463,sildenafil citrate|viagra,sildenafil citrate,Drug,erectile dysfunction,erectile dysfunction,Diseases Category
1270,NCT00151489,pregabalin,pregabalin,Drug,fibromyalgia|pain,fibromyalgia,Neuromuscular Diseases
1271,NCT00151502,acetylcholinesterase inhibitor|atorvastatin|atovastatin|cholinesterase inhibitor,atorvastatin,Drug,alzheimer disease|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
1272,NCT00151528,pregabalin,pregabalin,Drug,fibromyalgia,fibromyalgia,Neuromuscular Diseases
1273,NCT00151801,estroprogestins|interferon-beta 1a,interferon-beta 1a|estroprogestins,Drug,"multiple sclerosis|multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis",multiple sclerosis,Demyelinating Diseases
1274,NCT00151879,spm 927,spm 927,Drug,or without|partial seizures|secondary generalization|seizures,"epilepsies, partial",Central Nervous System Diseases
1275,NCT00152126,busulfan|melphalan,"busulfan, melphalan",Procedure|Drug,high risk solid tumors|lymphomas|malignant|neuroblastoma|tumor,central nervous system neoplasms,Nervous System Neoplasms
1276,NCT00152373,levetiracetam,levetiracetam,Drug,partial seizures,"epilepsies, partial",Central Nervous System Diseases
1277,NCT00152451,ucb 44212,seletracetam (ucb 44212),Drug,"drug resistant epilepsy|epilepsies, partial|generalized|partial onset seizures","epilepsies, partial",Central Nervous System Diseases
1278,NCT00152503,levetiracetam|seletracetam|ucb 44212|ucb44212,seletracetam (ucb44212),Drug,"drug resistant epilepsy|epilepsies, partial|partial onset seizures|seizures","epilepsies, partial",Central Nervous System Diseases
1279,NCT00152516,levetiracetam,levetiracetam (lev),Drug,partial onset seizures,"epilepsies, partial",Central Nervous System Diseases
1280,NCT00152750,clonidine,apo-clonidine,Drug,- time aggression|aggression|aggressive behaviour|attention deficit hyperactivity disorder|sleep wake disorders|tourette syndrome,tourette syndrome,Central Nervous System Diseases
1281,NCT00152776,,ovaria comp 10 globuli 3 times per day 24 weeks,Drug,climacter|climacteric,anxiety disorders|depression,Psychiatry and Psychology Category
1282,NCT00152958,pramipexole,pramipexole,Drug,idiopathic restless legs syndrome|rls,restless legs syndrome,Restless Legs Syndrome
1283,NCT00152997,pramipexole,pramipexole 0.125 mg tablets,Drug,primary restless legs syndrome|restless legs syndrome,restless legs syndrome,Restless Legs Syndrome
1284,NCT00153010,ns 2330|tesofensine,ns 2330 (tesofensine),Drug,mild to moderate dementia of the alzheimer's type,alzheimer disease,Neurodegenerative Diseases
1285,NCT00153062,acetylsalicylic acid|aggrenox|asasa ntin|aspirin|clopidogrel|dipyridamole|extended|gliosartan|pred|samert|telmisartan,telmisartan|clopidogrel|aggrenox,Drug,second stroke|second strokes|stroke,stroke,Central Nervous System Diseases
1286,NCT00153660,acetylsalicylic acid|celecoxib|esomeprazole|esomprazole|naproxen|ppi,naproxen(drug)|celecoxib(drug),Drug,arthritis|cardiothrombotic diseases|recurrent ulcer bleeding|ulcer bleeding,cerebrovascular disorders,Central Nervous System Diseases
1287,NCT00153725,acetylsalicylic acid|aspirin|pantoloc|pantoprazole,aspirin and pantoloc,Drug,acute ulcer bleeding|recurrent bleeding,cerebrovascular disorders,Central Nervous System Diseases
1288,NCT00153946,argatroban|edaravone|thrombin,edaravone,Drug,acute brain infarction|acute non-cardioembolic and non-lacunar ischemic stroke,stroke,Central Nervous System Diseases
1289,NCT00153972,cabergoline|dopamine agonists|levodopa,cabergoline|levodopa,Drug,early parkinson's disease|early pd|parkinson disease,parkinson disease,Central Nervous System Diseases
1290,NCT00154076,topiramate|zonisamide,zonisamide|topiramate,Drug,untreated epilepsies,epilepsy,Central Nervous System Diseases
1291,NCT00154258,clozapine,clozapine,Drug,treatment-resistant schizophrenia,schizophrenia,Diseases of the nervous system
1292,NCT00154323,oxcarbazepine,oxcarbazepine,Drug,bipolar disorder|bipolar disorder i or ii|bipolar disorder type i or ii|grandiose delusions|mixed mania,bipolar disorder,Psychiatry and Psychology Category
1293,NCT00154635,dcb-ad1,dcb-ad1,Drug,mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
1294,NCT00156065,asenapine|haloperidol,haloperidol|asenapine,Drug,acute exacerbation of schizophrenia|schizophrenia,schizophrenia,Diseases of the nervous system
1295,NCT00156091,asenapine|olanzapine,olanzapine|asenapine,Other|Drug,acute exacerbation of schizophrenia|schizophrenia,schizophrenia,Diseases of the nervous system
1296,NCT00156104,asenapine|haloperidol,haloperidol|asenapine,Other|Drug,acute exacerbation of schizophrenia|schizophrenia,schizophrenia,Diseases of the nervous system
1297,NCT00156117,asenapine|olanzapine,olanzapine|asenapine,Drug,acute exacerbation of schizophrenia|schizophrenia,schizophrenia,Diseases of the nervous system
1298,NCT00156325,antidepressant|antidepressants|escitalopram|selective serotonin reuptake inhibitor (|ssri antidepressant|ssri) antidepressant|ssris,escitalopram (lexapro),Drug,bipolar disorder|bipolar ii|bipolar ii disorder|depressed mood|depressive and hypomanic episodes|mania,bipolar disorder,Psychiatry and Psychology Category
1299,NCT00156637,clozapine,,Behavioral,schizophrenia|treatment-refractory,psychotic disorders|schizoaffective disorder|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1300,NCT00156715,quetiapine,quetiapine,Drug,active substance use disorder|schizophrenia,psychotic disorders|schizoaffective disorder|substance-related disorders|psychotic disorders|schizophrenia,Diseases of the nervous system|Diseases Category|Psychiatry and Psychology Category
1301,NCT00157248,acetylsalicylic acid|aspirin|bibr 1048,dabigatran etexilate,Drug,atrial fibrillation|chronic atrial fibrilla tion,stroke,Central Nervous System Diseases
1302,NCT00158028,antipsychotics|neuroleptics|risperidone,risperidone,Drug,deficit|deficit-like|dysphoria|negative|psychotic-like and deficit symptoms|schizophrenia|schizotypal personality disorder,schizotypal personality disorder,Psychiatry and Psychology Category
1303,NCT00158054,anti-depress,,Behavioral,acute coronary syndrome|depressed mood|depression|distress|heart disease|post acute coronary syndrome,depression,Psychiatry and Psychology Category
1304,NCT00158132,amantadine|propranolol,propranolol|amantadine,Drug,cocaine addicts|cocaine dependent|cocaine-related disorders|drug relapse|severe cocaine withdrawal symptoms,cocaine-related disorders,Diseases Category
1305,NCT00158158,,usual care,Drug,smoking|tobacco dependent,tobacco use disorder,Diseases Category
1306,NCT00158171,bupropion|nicotine,nicotine replacement therapies|nicotine patch,Dietary Supplement|Drug,smokers|smoking|tobacco dependent,tobacco use disorder,Diseases Category
1307,NCT00158184,oxycodone,oxycodone 15 mg|oxycodone 30 mg,Drug,drug|drug abusers|prescription opioid|prescription opioid abuse,substance-related disorders,Diseases Category
1308,NCT00158210,excelon|rivastigmine,rivastigmine,Drug,methamphetamine abuse|methamphetamine dependence|methamphetamine dependent,substance-related disorders,Diseases Category
1309,NCT00158223,clozapine|pimozide,pimozide,Drug,schizophrenia,psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1310,NCT00158249,citicoline,citicoline,Drug,cannabis dependence|heavy marihuana users|marihuana|marijuana|marijuana abuse,marijuana abuse,Diseases Category
1311,NCT00158262,post-trauma|propranolol,propranolol,Drug,"stress disorders, post-traumatic|traumatized","stress disorders, post-traumatic",Psychiatry and Psychology Category
1312,NCT00158275,,antidepressants,Drug,chronic back pain|depression,depression,Psychiatry and Psychology Category
1313,NCT00158288,levacetylmethadol|methadone,,Behavioral,cocaine|opioid addicts|opioid and cocaine abuse|opioid and cocaine use|opioid-dependent cocaine abusers|opioid/cocaine abuse,substance-related disorders,Diseases Category
1314,NCT00158301,,drug therapy,Drug,depressive|mdd,depression,Psychiatry and Psychology Category
1315,NCT00158600,alglucosidase alfa,,Biological,glycogen storage disease type ii|late-onset pompe disease,glycogen storage disease type ii,Central Nervous System Diseases
1316,NCT00158990,sertraline|triiodothyronine (t3),liothyronine|sertraline,Drug,bipolar and unipolar depression|major depression|unipolar or bipolar,depressive disorder|bipolar disorder,Psychiatry and Psychology Category
1317,NCT00159081,atypical neuroleptics|haloperidol|risperidone|typical,"haloperidol, risperidone (drug)",Drug,first-episode schizophrenia,schizophrenia,Diseases of the nervous system
1318,NCT00159133,"1,2-benzodiazepine|antipsychotic|antipsychotics",antipsychotics vs. lorazepam (drugs),Drug,first episode schizophrenia|first-episode schizophrenia,psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1319,NCT00159250,avi-4658|avi-4658 pmo|oligonucleotides,avi-4658 (pmo),Drug,"duchenne muscular dystrophy|muscular dystrophy, duchenne","duchenne muscular dystrophy|muscular dystrophy, duchenne",Neuromuscular Diseases
1320,NCT00159705,pregabalin,pregabalin,Drug,lumbo-sacral radiculopathy|neuralgia|neuropathic pain,radiculopathy,Diseases of the nervous system|Neuromuscular Diseases
1321,NCT00159744,asenapine|olanzapine,olanzapine|asenapine,Drug,acute manic episode|bipolar disorder|bipolar mania|depression|mania|manic or mixed episodes|mixed episodes,bipolar disorder,Psychiatry and Psychology Category
1322,NCT00159757,ziprasidone,ziprazidone,Drug,depressive|schizophrenia,schizophrenia,Diseases of the nervous system
1323,NCT00159770,olanzapine|quetiapine|risperidone|ziprasidone,"ziprasidone versus olanzapine , risperidone or quetiapine",Procedure|Behavioral|Drug,psychotic disorders|schizoaffective and|schizoaffective disorder|schizophrenia,psychotic disorders|schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1324,NCT00159783,asenapine|olanzapine,olanzapine|asenapine,Drug,acute mania|bipolar disorder|bipolar mania|depression|mania|manic or mixed episodes of|mixed episodes,bipolar disorder,Psychiatry and Psychology Category
1325,NCT00159796,asenapine|olanzapine,olanzapine|asenapine,Drug,acute manic episode|bipolar disorder|bipolar mania|depression|mania|manic or mixed episodes|mixed episodes,bipolar disorder,Psychiatry and Psychology Category
1326,NCT00159809,sildenafil citrate|viagra,viagra (sildenafil citrate),Drug,depression|depressive|dysthymia|erectile dysfunction|psychotic disorders,erectile dysfunction|depression,Diseases Category|Psychiatry and Psychology Category
1327,NCT00159848,sildenafil|viagra,,Behavioral,erectile dysfunction,erectile dysfunction,Diseases Category
1328,NCT00159900,sildenafil citrate,sildenafil citrate,Drug,erectile dysfunction,erectile dysfunction,Diseases Category
1329,NCT00159965,sertraline,sertraline,Drug,anxiety|depression|lone psychogenic nonepileptic seizures|nonepileptic seizures|psychogenic nonepileptic seizures,"stress disorders, post-traumatic|depression|conversion disorder",Psychiatry and Psychology Category
1330,NCT00160511,levetiracetam,levetiracetam,Drug,"neuralgia, postherpetic","neuralgia, postherpetic",Neuromuscular Diseases
1331,NCT00160576,levetiracetam,levetiracetam,Drug,levodopa induced dyskinesias|parkinson disease,parkinson disease,Central Nervous System Diseases
1332,NCT00160615,aeds|l059|levetiracetam,levetiracetam,Drug,epileptic|partial onset seizures,"epilepsies, partial",Central Nervous System Diseases
1333,NCT00160628,levetiracetam,levetiracetam,Drug,"epilepsies, partial|epileptic|uncontrolled partial epilepsy","epilepsies, partial",Central Nervous System Diseases
1334,NCT00160654,levetiracetam,levetiracetam,Drug,partial onset seizures|uncontrolled partial epilepsy,"epilepsies, partial",Central Nervous System Diseases
1335,NCT00160667,brivaracetam|ucb 34714,brivaracetam,Drug,post herpetic neuralgia|post-herpetic neuralgia,"neuralgia, postherpetic",Neuromuscular Diseases
1336,NCT00161018,antipsychotic|antipsychotics|fluphenazine|quetiapine|risperidone,"quetiapine, risperidone, fluphenazine",Drug,aggression|hostility|schizophrenia|treatment-resistant schizophrenic,schizophrenia,Diseases of the nervous system
1337,NCT00161031,antipsychotic|atomoxetine,atomoxetine,Drug,antipsychotics|cognitive deficits|schizophrenia,schizophrenia,Diseases of the nervous system
1338,NCT00161070,acetylsalicylic acid|aspirin|dipyridamole|mild,aspirin and dipyridamole|anticoagulation|aspirin alone,Drug,cerebral ischemia of arterial origin|reversible ischaemia,"brain ischemia|ischemic attack, transient",Central Nervous System Diseases
1339,NCT00161473,prazosin,prazosin,Drug,aggression|agitation|alzheimer disease|alzheimer's|dementia,alzheimer disease|psychomotor agitation,Neurologic Manifestations|Neurodegenerative Diseases
1340,NCT00161928,acellular pertussis|acellular pertussis vaccines|ampicillin|hep b|hepatitis b|inactivated polio|inactivated polio and|ipv|neisvac-c|neisvac-c vaccine,,Biological,,"meningitis, meningococcal",Central Nervous System Diseases
1341,NCT00161967,fsme-immun|tb|tick-borne encephalitis vaccine,,Biological,tbe,"encephalitis, tick-borne",Central Nervous System Diseases
1342,NCT00162916,antidepressant|citalopram,citalopram,Drug,"brain injuries, traumatic|depression|depressive|major depression|mild traumatic brain injury",depression,Psychiatry and Psychology Category
1343,NCT00162968,escitalopram,escitalopram,Drug,neuralgia|neuropathic pain|pain|painful polyneuropathy|polyneuropathies|polyneuropathy,polyneuropathies,Neuromuscular Diseases
1344,NCT00162981,clobazam,clobazam low dose|clobazam high dose,Drug,drop attacks|drop seizures|lennox gastaut syndrome|lennox-gastaut syndrome|seizures,"epilepsy|seizures|epilepsy, generalized",Central Nervous System Diseases|Neurologic Manifestations
1345,NCT00163085,"cp-101, 606|nmda antagonist|nr2b nmda antagonist","nr2b nmda antagonist cp-101,606 (traxoprodil)",Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
1346,NCT00163150,atorvastatin,atorvastatin,Drug,cerebral small vessel diseases|lacunar|lacunar-brain infarction,stroke,Central Nervous System Diseases
1347,NCT00163553,meperidine,meperidine,Drug,lumbar spinal surgery|lumbar surgery|pain,sciatica,Neuromuscular Diseases
1348,NCT00164242,cholinesterase inhibitors|galantamine,galantamine,Drug,antipsychotic|tardive dyskinesia,tardive dyskinesia,Central Nervous System Diseases
1349,NCT00164749,curcumin|gi,curcumin and ginkgo extract,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
1350,NCT00164970,cyanocobalamin|folate|folic acid|homocysteine,,Dietary Supplement,demented|dementia|early dementia|hyperhomocysteinaemia,dementia,Diseases of the nervous system|Central Nervous System Diseases
1351,NCT00165659,e2020,donepezil hydrochloride,Drug,severe ad,alzheimer disease,Neurodegenerative Diseases
1352,NCT00165724,donepezil,donepezil hydrochloride,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
1353,NCT00165737,donepezil hydrochloride|e2020,donepezil hydrochloride,Drug,cerebrovascular disorders|dementia,"dementia, vascular",Central Nervous System Diseases
1354,NCT00165750,donepezil,donepezil hydrochloride,Drug,ad|alzheimer disease,alzheimer disease,Neurodegenerative Diseases
1355,NCT00165763,cholinesterase inhibitor|donepezil|donepezil hydrochloride,donepezil hydrochloride (aricept),Drug,"dementia, vascular|vad","dementia, vascular",Central Nervous System Diseases
1356,NCT00165789,e2007,e2007,Drug,end-of-dose wearing off motor fluctuations|parkinson disease,parkinson disease,Central Nervous System Diseases
1357,NCT00165828,zonisamide,zonisamide,Drug,focal epileptic seizures|focal epileptic seizures with or without generalization|or without secondary generalization,epilepsy,Central Nervous System Diseases
1358,NCT00166595,risperidone,risperidone,Drug,pervasive developmental disorder,"child development disorders, pervasive",Psychiatry and Psychology Category
1359,NCT00167232,ant|naltrexone,naltrexone,Drug,alcohol|alcohol dependence|alcohol use|cocaine|cocaine dependence|cocaine-related disorders,cocaine-related disorders|cocaine dependence,Diseases Category
1360,NCT00167245,topiramate,topiramate,Drug,alcohol|cocaine dependence|cocaine-related disorders|combined alcohol and cocaine dependence|comorbid cocaine dependence|seizures,cocaine-related disorders|cocaine dependence,Diseases Category
1361,NCT00167297,atomoxetine,atomoxetine,Drug,attention deficit disorder|cannabis|cannabis dependence|cannabis dependent|dependence|marijuana abuse,marijuana abuse|cannabis dependence,Diseases Category
