,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
1694,NCT00210860,topiramate,topiramate,Drug,migraine|migraine disorders,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
1695,NCT00210873,topiramate,topiramate,Drug,chronic migraine|headaches|migraine disorders,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
1696,NCT00210912,topiramate,topiramate,Drug,chronic migraine|epilepsy|headaches|migraine disorders,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
1697,NCT00211159,doconexent|omega-3 fatty acid,epax 1050tg,Drug,alzheimer disease|memory disorders|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
1698,NCT00211224,riluzole,riluzole,Drug,"als|amyotrophic lateral sclerosis|multiple system atrophy|parkinson plus '|parkinson's plus syndromes|progressive supranuclear palsy|progressive supranuclear plasy|supranuclear palsy, progressive","supranuclear palsy, progressive|progressive supranuclear palsy|multiple system atrophy",Cranial Nerve Diseases|Central Nervous System Diseases
1699,NCT00211250,valproate|valproic acid,valproic acid and depakote er,Drug,bipolar i and ii,mood disorders,Psychiatry and Psychology Category
1700,NCT00211263,,mood stabilizer,Drug,bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
1701,NCT00211302,aripiprazole|risperidone,aripiprazole,Drug,psychotic disorders|schizoaffective disorder|schizophrenia,schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1702,NCT00211367,anecortave acetate,anecortave acetate,Drug,radiation retinopathy,eye injuries,"Trauma, Nervous System"
1703,NCT00211380,aripiprazole|olanzapine|risperidone,aripiprazole,Drug,psychotic disorders|schizoaffective disorder|schizophrenia,schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1704,NCT00211562,antioxidants|fats|omega-3 fatty acids|vitamins|vitamins e + c,"olanzapine, omega 3, vitamin e+c",Drug,olanzapine treated|schizophrenia,schizophrenia,Diseases of the nervous system
1705,NCT00211588,galantamine,galantamine,Drug,alzheimer disease|parkinson disease|parkinson's,parkinson disease,Central Nervous System Diseases
1706,NCT00211614,lansoprazole|proton pump inhibitor,lansoprazole,Drug,"gastroesophageal reflux|gerd|mild to moderate obstructive sleep apnea|mild to moderate osa|obesity|sleep apnea syndromes|sleep apnea, obstructive","gastroesophageal reflux|sleep apnea, obstructive",Sleep Wake Disorders|unknown
1707,NCT00211809,serotonin reuptake inhibitor|serotonin reuptake inhibitors,venlafaxine,Drug|Behavioral,body dysmorphic disorder|body dysmorphic disorders,body dysmorphic disorder|body dysmorphic disorders,Psychiatry and Psychology Category
1708,NCT00211887,glatiramer acetate|interferon beta-1a,glatiramer acetate|interferon beta 1-a|,Drug|Other,"multiple sclerosis|multiple sclerosis, relapsing-remitting|relapsing-remitting (rr) multiple sclerosis|relapsing-remitting multiple sclerosis","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
1709,NCT00212147,nitrous oxide,general anesthesia without nitrous oxide|general anesthesia with nitrous oxide,Drug,cobalamin deficiency|delirium|subclinical cobalamin deficiency,avitaminosis|neurocognitive disorders,unknown|Psychiatry and Psychology Category
1710,NCT00212316,phenylbutyric acid|sodium phenylbutyrate,sodium phenylbutyrate,Drug,hd|huntington disease,huntington disease,Neurodegenerative Diseases
1711,NCT00212355,zinc acetate,npc-02,Drug,hepatolenticular degeneration,hepatolenticular degeneration,Central Nervous System Diseases
1712,NCT00212693,ono-2506po,ono-2506po,Drug,parkinson disease,parkinson disease,Central Nervous System Diseases
1713,NCT00212771,asenapine|olanzapine,asenapine|olanzapine,Drug,psychotic disorders|schizoaffective disorder|schizophrenia,schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1714,NCT00212784,asenapine|olanzapine|org 5222,asenapine|olanzapine,Drug,psychotic disorders|schizoaffective disorder|schizophrenia,schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1715,NCT00212797,org 34517,org 34517,Drug,major depressive episode|psychotic features|psychotic major depression,depression|psychotic disorders|depressive disorder|depressive disorders,Psychiatry and Psychology Category
1716,NCT00212810,topiramate,topiramate,Drug,chronic daily headache|episodic migraine|episodic migraine headaches,migraine disorders|migraine|headache|classic migraine|migraine without aura,Diseases of the nervous system|Central Nervous System Diseases|Central Nervous System Diseases|unknown
1717,NCT00212823,almotriptan|almotriptan malate,almotriptan malate,Drug,headache pain|migraine|migraine disorders|migraine pain,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
1718,NCT00212836,"antipsychotics|asenapine|atypical "" antipsychotics|haloperidol|olanzapine",asenapine|olanzapine,Drug,"persistent negative symptoms of schizophrenia|predominant, persistent negative symptoms of schizophrenia|schizophrenia",schizophrenia,Diseases of the nervous system
1719,NCT00213135,cladribine,cladribine 5.25 mg/kg|cladribine 3.5 mg/kg,Drug|Other,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
1720,NCT00214071,,influenza vaccine,Biological,"sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
1721,NCT00214084,allopurinol,allopurinol,Drug,"congestive heart failure|diabetes|endothelial dysfunction|hypercholesterolemia|hypertension|sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
1722,NCT00214500,at1001|hcl|migalastat|migalastat hydrochloride,migalastat hcl,Drug,fabry disease,fabry disease,Central Nervous System Diseases
1723,NCT00214578,quetiapine,seroquel (quetiapine),Drug,schizophrenic,schizophrenia,Diseases of the nervous system
1724,NCT00214682,b12|cyanocobalamin|folate|folate and|folic acid,folate (400mcg) and vitamin b12 (100 mcg),Drug|Behavioral,cognitive decline|cognitive impairment|depression|major depression,depression|depressive disorder,Psychiatry and Psychology Category
1725,NCT00214877,lamotrigine|methylene blue,methylene blue,Drug,bipolar|bipolar disorder|cognitive difficulties|cognitive dysfunction,bipolar disorder,Psychiatry and Psychology Category
1726,NCT00214968,modafinil,modafinil,Drug,excessive sleepiness|narcolepsy|obstructive sleep apnea/hypopnea syndrome,narcolepsy,Diseases of the nervous system|Sleep Wake Disorders
1727,NCT00214994,tiagabine,tiagabine,Drug,generalized anxiety disorder,anxiety disorders,Psychiatry and Psychology Category
1728,NCT00215163,paroxetine,cognitive-behavioral therapy and paroxetine-cr,Drug,"stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
1729,NCT00215215,aeds|antiepileptic drugs|pharmacotherapy,,Device,partial seizures|pharmacoresistant partial seizures,"epilepsies, partial",Central Nervous System Diseases
1730,NCT00215241,risperidone|sertraline,sertraline and risperidone,Drug,"ssri-resistant|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
1731,NCT00215527,,laronidase,Drug,hurler-scheie and scheie forms|mucopolysaccharidosis i|spinal cord compression,lysosomal storage diseases|spinal cord compression|mucopolysaccharidosis i,Central Nervous System Diseases|unknown
1732,NCT00215579,antipsychotic,depot risperidone microsphere (consta),Drug,course|schizophrenia|unstable course,schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1733,NCT00215592,zonisamide,zonisamide,Drug,partial onset seizures|refractory partial seizures,epilepsy,Central Nervous System Diseases
1734,NCT00215631,phosphodiesterase type 5 inhibitor|tadalafil,tadalafil,Drug,erectile dysfunction|external-beam radiotherapy|post-radiation erectile dysfunction|prostate cancer|radiotherapy,prostate cancer|erectile dysfunction,Diseases Category|unknown
1735,NCT00215800,ampligen|poly i : poly c12u,ampligen,Drug,"fatigue syndrome, chronic","fatigue syndrome, chronic",Neuromuscular Diseases
1736,NCT00215878,d-serine|nmda receptor full agonist,d-serine (~2g /day),Drug,"chronic posttraumatic stress disorder|depressive|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
1737,NCT00215904,d-serine|nmda receptor full agonist,d-serine (~2g/day),Drug,depression|dyskinesias|parkinson disease|parkinsonian|schizophrenia,parkinson disease,Central Nervous System Diseases
1738,NCT00215917,"atypical antipsychotic|d-serine|d-serine,|n-methyl-d-aspartate receptor (nmdar) agonist|nmdar agonist|risperidone",d-serine 2100 mg daily,Drug,"negative, depressive, and cognitive symptomatology|treatment resistant schizophrenics",schizophrenia,Diseases of the nervous system
1739,NCT00216268,ribavirin,ribavirin,Drug,"convulsion|encephalitis, japanese|encephalitis, viral|fever|japanese encephalitis|west nile encephalitis","japanese encephalitis|encephalitis, japanese",Central Nervous System Diseases
1740,NCT00216398,lanreotide|octreotide|somatuline,lanreotide (autogel formulation),Drug,acromegaly,acromegaly,Central Nervous System Diseases
1741,NCT00216411,,botulinum toxin type a,Biological,post-stroke|spasticity,muscle spasticity|stroke,Central Nervous System Diseases|Neurologic Manifestations
1742,NCT00216476,aripiprazole|quetiapine|risperidone,risperidone long acting injectable (lai)|aripiprazole|quetiapine,Drug,relapse,schizophrenia|psychotic disorders,Diseases of the nervous system|Psychiatry and Psychology Category
1743,NCT00216502,galantamine,galantamine hydrobromide,Drug,alzheimer disease|dementia,mental disorders|alzheimer disease|dementia|brain diseases,Diseases of the nervous system|Central Nervous System Diseases|Central Nervous System Diseases|Neurodegenerative Diseases|Psychiatry and Psychology Category
1744,NCT00216515,galantamine,galantamine hydrobromide,Drug,alzheimer disease|dementia of alzheimer type,alzheimer disease,Neurodegenerative Diseases
1745,NCT00216528,risperidone,risperidone,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
1746,NCT00216554,mood|risperidone,risperidone,Drug,bipolar mania,bipolar disorder,Psychiatry and Psychology Category
1747,NCT00216567,carbamazepine|topiramate,topiramate,Drug,benign rolandic epilepsy,"epilepsy, rolandic",Central Nervous System Diseases
1748,NCT00216580,risperidone,"risperidone, long-acting injectable",Drug,early stage of psychosis|recent onset psychosis,schizophrenia,Diseases of the nervous system
1749,NCT00216593,galantamine hydrobromide,galantamine hydrobromide,Drug,severe alzheimer's disease,alzheimer disease|dementia,Diseases of the nervous system|Central Nervous System Diseases|Neurodegenerative Diseases
1750,NCT00216606,topiramate,topiramate,Drug,chronic migraine|chronic migraine headaches,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
1751,NCT00216619,topiramate,topiramate,Drug,migraine disorders|prolonged migraine,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
1752,NCT00216632,consta|olanzapine|risperidone|tresor,risperidone,Drug,psychotic disorders|schizoaffective disorder|schizophrenia,schizophrenia|psychotic disorders,Diseases of the nervous system|Psychiatry and Psychology Category
1753,NCT00216671,risperidone,early initiation of treatment with risperdal consta|routine initiation of treatment with risperdal consta,Drug,acute episode|schizophrenia,schizophrenia,Diseases of the nervous system
1754,NCT00216736,dexamethasone,dexamethasone,Drug,migraine|migraine disorders|rebound headache,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
1755,NCT00217165,taurine,taurine,Drug,bipolar disorder,bipolar disorder|mania,Diseases Category|Psychiatry and Psychology Category
1756,NCT00217295,interferon beta-1a|topiramate,avonex and topamax,Drug,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis",multiple sclerosis,Demyelinating Diseases
1757,NCT00217763,3aps,3aps,Drug,alzheimer disease|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
1758,NCT00217932,valproate|valproic acid,divalproex sodium (depakote),Drug,severe mood disorders|severe mood swings|temper outbursts,mood disorders,Psychiatry and Psychology Category
1759,NCT00217971,dronabinol,dronabinol,Drug,marijuana addiction|withdrawal,marijuana abuse,Diseases Category
1760,NCT00218023,,naltrexone hcl|levodopa/carbidopa|modafinil,Drug,cocaine|cocaine dependence|cocaine dependent|cocaine-related disorders,cocaine-related disorders,Diseases Category
1761,NCT00218036,citalopram|methadone|modafinil,modafinil 200mg|citalopram 20mg|modafinil 400mg|citalopram 40mg,Drug,cocaine|cocaine dependent|opiate dependent,cocaine-related disorders|opiate dependence,Diseases Category|unknown
1762,NCT00218049,gbr 12909|vanoxerine,gbr 12909,Drug,cocaine|cocaine dependence|cocaine dependent|cocaine-related disorders,cocaine-related disorders,Diseases Category
1763,NCT00218062,dextroamphetamine|modafinil,d-amphetamine 60mg|d-amphetamine 30mg|modafinil 400mg|modafinil 200mg,Drug|Behavioral,cocaine dependence|cocaine dependent|cocaine-related disorders,cocaine-related disorders,Diseases Category
1764,NCT00218075,carbidopa|levodopa,carbidopa|levodopa,Drug|Behavioral,cocaine dependence|cocaine dependent|cocaine-related disorders,cocaine-related disorders,Diseases Category
1765,NCT00218114,valproate|valproic acid,valproic acid,Drug,"attention deficit and disruptive behavior disorders|explosive tempers|irritable, explosive",attention deficit and disruptive behavior disorders|marijuana abuse,Diseases Category|Psychiatry and Psychology Category
1766,NCT00218140,nicotine,nicotine transdermal system,Drug,smoking,tobacco use disorder|smoking cessation,Diseases Category|unknown
1767,NCT00218153,naltrexone|nicotine,naltrexone,Drug,,tobacco use disorder,Diseases Category
1768,NCT00218166,cocaine|gaba agonists,gaba agonists,Drug,cocaine|cocaine-related disorders,cocaine-related disorders,Diseases Category
1769,NCT00218218,bupropion|nicotine,21 mg transdermal nicotine|transdermal nicotine patch,Drug,- psychiatric|heavy-smoking|schizophrenia|schizophrenic|smokers,tobacco use disorder|schizophrenia spectrum and other psychotic disorders|schizophrenia,Diseases of the nervous system|Diseases Category|unknown
1770,NCT00218231,antidepressant|bupropion|nicotine,0 mg/day bupropion-sr|300 mg/day bupropion-sr,Drug,schizophrenia|schizophrenic,tobacco use disorder|schizophrenia,Diseases of the nervous system|Diseases Category
1771,NCT00218257,cocaine|progesterone,progesterone,Drug|Other,cocaine dependent,cocaine-related disorders,Diseases Category
1772,NCT00218270,,tobacco free snuff,Drug,heart disease|high blood pressure|stroke|users,tobacco use disorder,Diseases Category
1773,NCT00218283,,nicotine lozenge,Drug,chewing tobacco|smokeless tobacco|smokeless tobacco users|sn|tobacco,tobacco use disorder,Diseases Category
1774,NCT00218296,,usual care group,Drug,chewing tobacco|smokeless tobacco|smokeless tobacco users|sn|tobacco,tobacco use disorder,Diseases Category
1775,NCT00218322,atomoxetine,atomoxetine hydrochloride,Drug,attention deficit hyperactivity disorder|substance-related disorders,attention deficit disorder with hyperactivity|substance-related disorders,Diseases Category|unknown
1776,NCT00218348,dextro-amphetamine sulfate,dextro-amphetamine sulfate,Drug,cocaine dependence|cocaine-related disorders,cocaine-related disorders,Diseases Category
1777,NCT00218374,dextromethorphan|gabapentin|oxycodone,gabapentin,Drug,addicted to|hyperalgesia|methadone|methadone treatment|opioid|opioids|pain,hyperalgesia|opioid-related disorders,Neurologic Manifestations|unknown
1778,NCT00218387,modafinil,modafinil,Drug,cocaine addicts|cocaine-related disorders|drug relapse,cocaine dependence|cocaine-related disorders,Diseases Category
1779,NCT00218439,antidepressants|paroxetine,paroxetine,Drug,mental stress|stress,tobacco use disorder,Diseases Category
1780,NCT00218465,glycine antagonist|gw468816|nmda glycine site antagonist,gw468816,Drug,quit|relapse to smoking|smokers|smoking,tobacco use disorder|nicotine dependence,Diseases Category
1781,NCT00218491,acetylcysteine|n-acetyl cysteine,acetylcysteine,Drug,cocaine|cocaine dependence|cocaine dependent|cocaine-related disorders,cocaine dependence|cocaine-related disorders,Diseases Category
1782,NCT00218517,selegiline,selegiline hydrochloride,Drug,cannabis dependence|marijuana|marijuana abuse|nicotine dependence|tobacco use disorder,marijuana abuse,Diseases Category
1783,NCT00218543,atomoxetine|cocaine,atomoxetine,Drug,attention deficit hyperactivity disorder|attention-deficit hyperactivity disorder|cocaine|cocaine-related disorders|use disorder,attention deficit disorder with hyperactivity|cocaine-related disorders,Diseases Category|unknown
1784,NCT00218569,naltrexone,naltrexone,Drug,alcohol|cocaine|cocaine-alcohol dependence,cocaine dependence|cocaine-related disorders|alcohol dependence,Diseases Category|unknown
1785,NCT00218608,disulfiram,disulfiram,Drug,cocaine|cocaine dependence|cocaine users|cocaine-dependent|cocaine-related disorders|methadone|methadone -|opioid-and,cocaine-related disorders|opioid-related disorders,Diseases Category|unknown
1786,NCT00218660,ant|naltrexone,naltrexone|,Drug|Behavioral,alcohol|alcohol dependence|alcohol use|cocaine|cocaine dependence|cocaine-related disorders,cocaine dependence|cocaine-related disorders|alcoholism,Diseases Category|unknown
1787,NCT00219232,rivastigmine,rivastigmine transdermal patch,Drug,probable alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
1788,NCT00219401,pneumococcal conjugate vaccine|pneumococcal vaccines,pneumococcal 7 valent conjugate vaccine (prevenar®),Biological,new,otitis media|pneumonia|meningitis,Diseases Category|unknown
1789,NCT00219479,phenytoin,phenytoin (dilantin) levels during change in enteral feeding,Drug,,seizures,Neurologic Manifestations
1790,NCT00219544,pregabalin,pregabalin (lyrica),Drug,"diabetic peripheral neuropathy|neuralgia, postherpetic|pain|peripheral neuropathic pain",neuropathic pain|neuralgia,Neuromuscular Diseases
1791,NCT00219869,galantamine,galantamine,Drug,chronic post traumatic headache|chronic post-traumatic headache|cognitive disturbances|cpth|headache,"retention disorders,cognitive|head trauma,closed|post-traumatic headache",Central Nervous System Diseases|unknown
1792,NCT00219908,interferon beta1b|interferon-beta1b|mitoxantrone,mitoxantrone,Drug,clinically very active relapsing-remitting multiple sclerosis|early and active relapsing-remitting multiple sclerosis,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis",Demyelinating Diseases
1793,NCT00220272,sr57667|sr57667b,sr57667b,Drug,early parkinson's disease|early pd,parkinson disease,Central Nervous System Diseases
1794,NCT00220350,leuprolide acetate,leuprolide acetate,Drug,pedophiles|pedophilia,pedophilia,Psychiatry and Psychology Category
1795,NCT00220428,,t-cell vaccination,Biological,ms|multiple sclerosis,multiple sclerosis,Demyelinating Diseases
1796,NCT00220493,methylphenidate,methylphenidate,Drug,cognitive impairment|multiple sclerosis,"multiple sclerosis, relapsing-remitting|multiple sclerosis, chronic progressive",Demyelinating Diseases
1797,NCT00220584,donepezil,donepezil,Drug,fragile x syndrome,fragile x syndrome,Neurologic Manifestations
1798,NCT00220675,erythropoietin|r-huepo|radiotherapy|recombinant human erythropoietin|steroids,erythropoietin infusion,Drug,malignant spinal cord compression,nerve compression syndromes,Neuromuscular Diseases
1799,NCT00220714,antipsychotic|atypical antipsychotic|risperidone,atypical antipsychotics:oral vs. long-acting route|,Drug|Behavioral,acute episode|first-episode|first-episode schizophrenia|schizophrenia,schizophrenia,Diseases of the nervous system
1800,NCT00220740,caprylate|chromatography purified|igiv-c|igiv-chromatography|immune globulin,"immune globulin iv (human), 10% caprylate/chromatography purified|albumin (human) 25%, united states pharmacopeia (usp)",Drug,"chronic inflammatory demyelinating polyneuropathy|polyradiculoneuropathy, chronic inflammatory demyelinating","polyradiculoneuropathy, chronic inflammatory demyelinating",Autoimmune Diseases of the Nervous System
1801,NCT00220779,caprylate|igiv chromatography|igiv-c|immune globulin,"albumin (human) 25%, united states pharmacopeia (usp)|immune globulin iv [human], 10% caprylate/chromatography purified",Drug,"multiple sclerosis, relapsing-remitting|relapses","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
1802,NCT00220922,glatiramer,,Procedure,injection site|injection site reactions|multiple sclerosis,multiple sclerosis,Demyelinating Diseases
1803,NCT00221338,gabapentin,gabapentin,Drug,"cognitive dysfunction|emergence delirium|hips and knees replacement|pain|postoperative pain|spine,|surgery of|surgical",postoperative pain|emergence delirium|hospital length of stay|opioid use,Neurologic Manifestations|unknown
1804,NCT00221390,ropinirole,ropinirole (+ physical therapy),Drug,chronic stroke|stroke,hemiparesis|stroke,Diseases of the nervous system|Central Nervous System Diseases
1805,NCT00221403,risperidone|valproate|valproic acid,risperidone oral solution|valproate oral solution,Drug|Other,bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
1806,NCT00221416,aripiprazole,aripiprazole,Drug,bipolar disorder|mania|schizophrenia,bipolar disorder,Psychiatry and Psychology Category
1807,NCT00221429,divalproex|lithium,sodium divalproex|lithium,Drug|Other,acute phase|mixed or manic episode|symptomatic bipolar i disorder,bipolar disorder,Psychiatry and Psychology Category
1808,NCT00221468,quetiapine,quetiapine,Drug,bipolar disorder|mood disorders|mood swings,mood disorders,Psychiatry and Psychology Category
1809,NCT00221481,divalproex|mood stabilizers|olanzapine,divalproex or olanzapine,Drug,alcohol abuse relapse|alcoholism|bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
1810,NCT00221611,baclofen|intrathecal administration of baclofen,administration of intrathecal baclofen,Drug,cerebral palsy|spasticity|therapy-resistant spasticity,cerebral palsy,Central Nervous System Diseases
1811,NCT00221637,sodium valproate|valproate|valproic acid,sodium valproate,Drug,neuropathic peripheral pain|peripheral neuropathic pain,neuropathic peripheral pain|neuralgia,Neuromuscular Diseases|unknown
1812,NCT00221689,baclofen,baclofen (drug),Drug,hypertonia|paroxysmal dysautonomia|severe brain injured|severe head injury,"cerebral anoxia|coma|hypertonia|brain injuries, traumatic|primary dysautonomias",Diseases of the nervous system|Neurologic Manifestations|Central Nervous System Diseases|unknown|Autonomic Nervous System Diseases
1813,NCT00221975,divalproex|lamotrigine|lithium,divalproex|lamotrigine|lithium,Drug,dual diagnosis bipolar rapid cycling|dual diagnosis rapid cycling bipolar disorder|rapid cycling bipolar disorder|type i or ii,bipolar disorder,Psychiatry and Psychology Category
1814,NCT00221988,levetiracetam,levetiracetam (keppra),Drug,epilepsy|seizures,epilepsy,Central Nervous System Diseases
1815,NCT00222235,antipsychotic|cycloserine|glycine,glycine|cycloserine,Drug,cognitive impairments|negative symptoms|schizophrenia,schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1816,NCT00222482,,depakote er,Drug,borderline personality|borderline personality disorder,borderline personality disorder,Psychiatry and Psychology Category
1817,NCT00222495,atypical antipsychotic|olanzapine|quetiapine|risperidone,quetiapine|olanzapine|risperidone,Drug,psychotic disorders,schizophrenia|psychotic disorders,Diseases of the nervous system|Psychiatry and Psychology Category
1818,NCT00222625,activated recombinant factor vii|recombinant factor viia,rfviia + (vit k in ao patients)|ffp or apcc+ vit k in ao treated patients,Drug,acute intracerebral haemorrhage|antiplatelets agents|early haematoma|oral anticoagulants|spontaneous acute intracerebral haemorrhage,cerebral hemorrhage,Central Nervous System Diseases
1819,NCT00222794,antipsychotic|atomoxetine,atomoxetine (strattera),Drug,negative symptoms|psychotic disorders|schizoaffective disorder|schizophrenia|social withdrawal,schizoaffective disorder|psychotic disorders|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category
1820,NCT00223197,pregnenolone,pregnenolone,Drug,bipolar disorder|dependence|depression|recurrent major depressive disorder|substance-related disorders,substance-related disorders|bipolar disorder|major depressive disorder,Diseases Category|Psychiatry and Psychology Category|unknown
1821,NCT00223210,quetiapine,quetiapine,Drug,bipolar disorder|cocaine|cocaine dependence|cocaine-related disorders,cocaine dependence|cocaine-related disorders|bipolar disorder,Diseases Category|Psychiatry and Psychology Category
1822,NCT00223236,citicoline,citicoline,Drug,bipolar disorder|bipolar type|cocaine|cocaine abuse/dependence|cocaine-related disorders|dependence|depression|mania|manic|psychotic disorders|schizoaffective disorder|schizophrenic,cocaine dependence|cocaine-related disorders|cocaine-related disorders|mania,Diseases Category
1823,NCT00223249,quetiapine,quetiapine,Drug,abuse of alcohol|alcohol|alcohol abuse/dependence|bipolar disorder,alcohol abuse/dependence|bipolar disorder,Psychiatry and Psychology Category|unknown
1824,NCT00223275,naltrexone,naltrexone,Drug,abuse of alcohol|alcohol|alcohol abuse/dependence|alcohol dependence|bipolar disorder,bipolar disorder|alcohol dependence,Psychiatry and Psychology Category|unknown
1825,NCT00223301,ifn beta-1a|interferon beta-1a|mycophenolate|mycophenolate mofetil|mycophenolic acid,mycophenolate mofetil (cellcept),Drug,early ms|early multiple sclerosis,multiple sclerosis,Demyelinating Diseases
1826,NCT00223418,aripiprazole|olanzapine,aripiprazole,Drug,psychotic disorders|schizoaffective disorder|schizophrenia,schizoaffective disorder|psychotic disorders|schizophenia disorder,unknown|Psychiatry and Psychology Category
1827,NCT00223496,aripiprazole|azp|depakote er|valproate|valproic acid,aripiprazole,Drug,bipolar disorder|refractory bipolar depression,bipolar disorder,Psychiatry and Psychology Category
1828,NCT00223509,lam|lamotrigine|mood stabilizer|mood stabilizers,lamotrigine,Drug,mixed state of bipolar disorder|mixed states of bipolar disorder,bipolar disorder,Psychiatry and Psychology Category
1829,NCT00223626,cocaine|topiramate,topiramate,Drug,addicted to|addicts|cocaine|cocaine dependence|cocaine-related disorders,cocaine-related disorders,Diseases Category
1830,NCT00223691,,methylphenidate|rivastigmine tartrate|bovril|modafinil|atomoxetine|octreotide|ibuprofen|acetazolamide|oxymetazoline 0.05% nasal solution|ranitidine hcl|ergotamine/ caffeine|pseudoephedrine|indomethacin|celecoxib|yohimbine|carbidopa/levodopa|midodrine hcl|pyridostigmine bromide|diphenhydramine hydrochloride|tranylcypromine|acarbose,Drug|Dietary Supplement,autonomic failure|low blood pressure,"autonomic failure|hypotension, orthostatic|orthostatic hypotension",unknown|Autonomic Nervous System Diseases
1831,NCT00223743,zonisamide,zonisamide,Drug,essential tremor|tremor,essential tremor,Central Nervous System Diseases
1832,NCT00223769,oxandrolone,oxandrolone,Drug,chronic spinal cord injury,spinal cord injuries,"Trauma, Nervous System"
1833,NCT00223860,,human chorionic gonadotropin (hcg)|luteinizing hormone releasing hormone (lhrh),Drug,chronic spinal cord injury|spinal cord injuries,hypogonadism|spinal cord injuries,"unknown|Trauma, Nervous System"
1834,NCT00224263,dichloroisoproterenol|levodopa,lingzhi (ganoderma),Drug,early parkinson's disease|parkinson disease,parkinson disease,Central Nervous System Diseases
1835,NCT00224302,duloxetine,duloxetine,Drug,major depressive episodes|psychotic disorders,psychotic disorders,Psychiatry and Psychology Category
1836,NCT00224497,sb-742457,sb-742457,Drug,alzheimer disease|mild to moderate alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
1837,NCT00224510,lamotrigine|lithium|mood stabiliser,lamotrigine,Drug,(hypo) manic episodes|bipolar disorder|depression|depressive and|depressive episodes|mania|manic depressive disorder,bipolar disorder,Psychiatry and Psychology Category
1838,NCT00224640,idebenone,iron chelating intervention,Drug,frataxin|friedreich ataxia,friedreich ataxia,Central Nervous System Diseases
1839,NCT00224757,acetylsalicylic acid|aspirin|vka,,Procedure,af|atrial fibrillation|low risk of stroke,atrial fibrillation|stroke,Central Nervous System Diseases|unknown
1840,NCT00224770,lysis with rt-pa|rtpa,mis+cathflo activase (drug),Drug|Procedure,cerebral hemorrhage|intracerebral hemorrhage evacuation,cerebral hemorrhage,Central Nervous System Diseases
1841,NCT00224822,antipsychotic|aripiprazole,aripiprazole,Drug,metabolic syndrome,schizoaffective disorder|psychotic disorders|metabolic syndrome x|bipolar disorder|schizophrenia,Diseases of the nervous system|Psychiatry and Psychology Category|unknown
1842,NCT00225485,,effexor xr,Drug,depression|major depression,depression,Psychiatry and Psychology Category
1843,NCT00225498,olanzapine|risperidone|ziprasidone,ziprasidone vs risperidone or olanzapine,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
1844,NCT00225511,,effexor xr|milnacipran,Drug,depression|major depression,depression,Psychiatry and Psychology Category
1845,NCT00225524,venlafaxine,effexor xr,Drug,depression|major depression,depression,Psychiatry and Psychology Category
1846,NCT00225615,phenoptin,sapropterin dihydrochloride,Drug,phenylalanine|phenylketonuria|phenylketonurias|pku,phenylketonurias,Central Nervous System Diseases
1847,NCT00225862,ropinirole,ropinirole,Drug,restless legs syndrome,restless legs syndrome,Restless Legs Syndrome
