,nct_id,canonical_BioLinkBERT-base_interventions,canonical_aact_interventions,aact_intervention_types,canonical_BioLinkBERT-base_conditions,canonical_aact_conditions,Disease Class
6088,NCT01039194,bms-708163|galantamine,bms-708163|galantamine,Drug,,alzheimer disease,Neurodegenerative Diseases
6089,NCT01039454,d3 antagonist|gsk598809,gsk598809 capsules,Drug,binge eating|compulsive overeating|obese|over|overweight|overweight and obese|overweight or obese,substance-related disorders,Diseases Category
6090,NCT01039740,mirtazapine,mirtazapine,Drug,depressed,depression,Psychiatry and Psychology Category
6091,NCT01039766,oxytocin,oxytocin,Drug,"post traumatic stress disorder|stress disorders, post-traumatic|traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
6092,NCT01039909,srt2104,srt2104,Drug,immobilization-induced skeletal muscle atrophy,muscular atrophy,Neurologic Manifestations
6093,NCT01040208,flibanserin,flibanserin 100 mg qhs|flibanserin 50 mg to 100 mg qhs,Drug,anxiety|decreased sexual desire|depressive|norepinephrine serotonin reuptake inhibitor|norepinephrine serotonin reuptake inhibitors|selective serotonin reuptake inhibitor|selective serotonin reuptake inhibitors,"depression|sexual dysfunctions, psychological",Psychiatry and Psychology Category
6094,NCT01040429,clonidine,clonidine|lactose capsula,Drug,"fatigue syndrome, chronic","fatigue syndrome, chronic",Neuromuscular Diseases
6095,NCT01041092,antipsychotic|raloxifene,raloxifene,Drug,negative symptoms of|postmenopausal|psychotic|schizophrenia,schizophrenia,Diseases of the nervous system
6096,NCT01041157,botulinum toxin,,Other,cervical dystonia|exercising|splenius capitis,muscle spasticity,Neurologic Manifestations
6097,NCT01041274,citalopram|ssri,citalopram,Drug|Radiation|Behavioral,depressive|first episode|first episode schizophrenia,psychotic disorders|schizophrenia,Psychiatry and Psychology Category|Diseases of the nervous system
6098,NCT01041495,amitr|amitriptyline|cyclobenzaprine|cyclobenzaprine hydrochloride|dul|tramadol,cyclobenzaprine er (amrix),Drug,fatigue|fibromyalgia|muscle spasm|myalgia|neuralgia|neuropathic pain|pain|spasm|tone,fibromyalgia,Neuromuscular Diseases
6099,NCT01041573,ic51|ixiaro|japanese encephalitis vaccine|jev) vaccine ic51|purified inactivated japanese encephalitis virus (,prevnar|havrix®720|ic51 japanese encephalitis,Biological,,encephalitis,Central Nervous System Diseases
6100,NCT01041755,disaccharides|l-ornithine l-aspart|l-ornithine-l-aspartate|lactose,lactose|l-ornithine-l-aspartate,Drug,acute hepatic encephalopathy|cirrhosis|hepatic encephalopathy|hyperammonemia,hepatic encephalopathy,Central Nervous System Diseases
6101,NCT01041924,carbon dioxide|co2,,Other,central sleep apnoea|failing heart|heart failure,"sleep apnea, central",Sleep Wake Disorders
6102,NCT01042314,bms-708163|donepezil,bms-708163|donepezil,Drug,,alzheimer disease,Neurodegenerative Diseases
6103,NCT01042496,lamotrigine,lamotrigine,Procedure|Drug,bipolar|bipolar disorder|bipolar i and ii|depressed,bipolar disorder,Psychiatry and Psychology Category
6104,NCT01042574,cleviprex,clevidipine,Drug,antihypertensive therapy|cerebral hemorrhage|hypertension|subarachnoid hemorrhage|ventriculostomy,subarachnoid hemorrhage|intracranial hemorrhages,Central Nervous System Diseases
6105,NCT01042964,pr-15,revacept (pr-15),Drug,,stroke,Central Nervous System Diseases
6106,NCT01043198,,clinical examination and blood sampling for biological and genetic analysis,Genetic,obese|obesity|syndromic obesity,intellectual disability,Neurologic Manifestations
6107,NCT01043367,deprexil,deprexil,Dietary Supplement,depression,depression,Psychiatry and Psychology Category
6108,NCT01043458,abt-126|atypical antipsychotic,abt-126,Drug,schizophrenia|schizophrenic,schizophrenia,Diseases of the nervous system
6109,NCT01043640,alemtuzumab|cyclosporine|monoclonal antibody|mycophenolate mofetil,campath-1h|cyclophosphamide|busulfan||cyclosporine a|mycophenolate mofetil,Procedure|Drug,allogeneic|disease|inherited metabolic disorders|standard risk inherited metabolic disorders|standard-risk inherited metabolic diseases,"mucopolysaccharidosis ii|fucosidosis|sphingolipidoses|leukodystrophy, globoid cell|krabbe disease",Central Nervous System Diseases|Neurologic Manifestations|Demyelinating Diseases
6110,NCT01044693,metoprolol|nebivolol|sildenafil|viagra,nebivolol 5 mg|sildenafil25 mg|metoprolol tartrate 50 mg,Drug,autonomic failure|hypertension|supine hypertension,multiple system atrophy|pure autonomic failure,Central Nervous System Diseases|Autonomic Nervous System Diseases
6111,NCT01044966,,itv depocyt + temozolomide,Drug,aggressive tumors|glioblastoma|glioblastoma multiforme,brain neoplasms,Nervous System Neoplasms
6112,NCT01044992,levodopa,levodopa,Drug|Radiation,multi systemic atrophy|multiple system atrophy|parkinson disease|parkinsonian,multiple system atrophy,Central Nervous System Diseases
6113,NCT01045122,dexmedetomidine|propofol,dexmedetomidine|propofol,Drug,airway collapse|collapse|respiratory instability|sdb|sleep-induced upper airway collapse|upper,"sleep apnea, obstructive",Sleep Wake Disorders
6114,NCT01045720,clozapine,"suo quan wan, wu lin san",Drug,clozapine|hypersalivation|schizophrenia,schizophrenia,Diseases of the nervous system
6115,NCT01046214,bupropion|bupropion hydrochloride,bupropion hcl,Drug,,depressive disorder,Psychiatry and Psychology Category
6116,NCT01046539,buprenorphine|rdc-0313,rdc-0313 + buprenorphine,Drug,opioid,substance-related disorders,Diseases Category
6117,NCT01046630,azd 6765|azd6765|ketamine,ketamine|azd6765,Drug,depressed|major depressive disorder,depression,Psychiatry and Psychology Category
6118,NCT01046786,,umbilical cord blood mononuclear cell|methylprednisolone|lithium,Drug|Biological,chronic spinal cord injuries|injured spinal cord,spinal cord injuries,"Trauma, Nervous System"
6119,NCT01047215,aripiprazole|quetiapine,aripiprazole; quetiapine,Drug,bipolar|schizophrenic and,schizophrenia,Diseases of the nervous system
6120,NCT01047488,antidepressant|antidepressants|gabapentinoid|gabapentinoids|imipramine|pregabalin,"pregabalin|imipramine|imipramine, pregabalin",Drug,pain|painful polyneuropathy|polyneuropathies|polyneuropathy,polyneuropathy|polyneuropathies,Diseases of the nervous system|Neuromuscular Diseases
6121,NCT01047527,nicotine,transdermal nicotine patch,Drug,nicotine dependence|opiate dependence|smoking|tobacco use disorder,tobacco use disorder|nicotine dependence,Diseases Category
6122,NCT01047579,cholinesterase|rivastigmine|rivastigmine patch,rivastigmine transdermal,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
6123,NCT01047592,be|glycine|glycine transporter i inhibitor|n-methyl-d-aspartate (nmda) enhancers|nmda-enhancing|sarcosine,sarcosine|sarcosine+ be,Drug,chronic schizophrenic|schizophrenia,schizophrenia,Diseases of the nervous system
6124,NCT01047839,ic51|ixiaro|japanese encephalitis vaccine|jespect,ic51,Biological,jev,encephalitis,Central Nervous System Diseases
6125,NCT01048138,anti-muscarinic agents|biperiden,biperiden lactate,Drug,"brain injuries, traumatic|epilepsy|epilepsy, post-traumatic","brain injuries, traumatic",Central Nervous System Diseases
6126,NCT01048190,inactivated poliomyelitis vaccine,inactivated poliomyelitis vaccine (sabin strains),Biological,,poliomyelitis,Neuromuscular Diseases
6127,NCT01048242,ramelteon,ramelteon,Drug,insomnia|sleep apnea syndromes,"sleep apnea, obstructive",Sleep Wake Disorders
6128,NCT01048255,vx-765,vx-765,Drug,treatment-resistant partial epilepsy,"epilepsies, partial",Central Nervous System Diseases
6129,NCT01048411,,naja-comp.,Drug,stroke,stroke,Central Nervous System Diseases
6130,NCT01048684,mannitol,mannitol,Drug,neurosurgery|supratentorial craniotomies|supratentorial craniotomy|supratentorial surgery,brain neoplasms,Nervous System Neoplasms
6131,NCT01048944,bupropion|nicotine|nrt,bupropion sr|nicotine patch,Drug,smokers|tobacco smoking,tobacco use disorder|nicotine dependence,Diseases Category
6132,NCT01048957,nicotine,,Behavioral,craving|cue -|cue-elicited cigarette craving|cue-elicited craving|drug|smokers,tobacco use disorder|nicotine dependence,Diseases Category
6133,NCT01049035,"m-m-rii|menacyw conjugate vaccine|pentacel|prevnar|protein conjugate quadrivalent meningococcal vaccine|quadrivalent meningococcal conjugate vaccine|quadrivalent meningococcal polysaccharide (a, c, y and w-135) tetanus protein conjugate vaccine|varicella vaccine","varicella virus vaccine live|m-m-rii-measles, mumps, and rubella virus vaccine live|rotavirus vaccine|hepatitis b vaccine|pneumococcal 7-valent conjugate vaccine (diphtheria crm197 protein)|diphtheria and tetanus toxoids and acellular pertussis adsorbed, inactivated poliovirus and haemophilus b conjugate (tetanus toxoid conjugate) vaccine combined (dtap-ipv/hib combined)|quadrivalent meningococcal polysaccharide (a, c, y, and w-135) tetanus protein conjugate|pneumococcal 13-valent conjugate vaccine (diphtheria crm197 protein)",Biological,,meningitis,Diseases Category
6134,NCT01049347,amitriptyline|paroxetine,amitriptyline|paroxetine,Drug,depressed|moderately to severely depressed,depressive disorder,Psychiatry and Psychology Category
6135,NCT01049399,gsk-3 inhibitor|np031112,tideglusib,Drug,mild to moderate progressive supranuclear palsy|mild-to-moderate progressive supranuclear palsy,"progressive supranuclear palsy|supranuclear palsy, progressive",Cranial Nerve Diseases
6136,NCT01049451,adrenocorticotrophic hormone|beta-interferon|beta-interferons|corticotropin|methylprednisolone|mp,methylprednisolone|corticotropin,Drug,multiple sclerosis|relapsing-remitting ms,multiple sclerosis,Demyelinating Diseases
6137,NCT01049984,dopamine agonist|dopamine agonists|rasagiline,rasagiline,Drug,early parkinson disease|early parkinson's disease|parkinson disease,parkinson disease,Central Nervous System Diseases
6138,NCT01050244,,whole soybean soymilk powder|whole milk powder,Dietary Supplement,chronic pain|facial pain|nerve injury|neuralgia|neuropathic pain|pain,neuralgia,Neuromuscular Diseases
6139,NCT01050478,benzodiazepines|paliperidone,"paliperidone er|1,2-benzodiazepine",Drug,acute agitation|aggression|agitation|psychotic disorders,psychomotor agitation,Neurologic Manifestations
6140,NCT01050569,nicotine,nicotine patch,Drug|Other,smoking,tobacco use disorder,Diseases Category
6141,NCT01050582,atypical antipsychotic drugs|risperidone,other atypical antipsychotic drugs|risperidone,Drug,,bipolar disorder|schizophrenia,Psychiatry and Psychology Category|Diseases of the nervous system
6142,NCT01051271,diphenhydramine|metoclopramide|midazolam,midazolam,Drug,akathisia|metoclopramide|moderate to severe vascular type headache|nausea|psychomotor agitation,psychomotor agitation|akathisia,Diseases of the nervous system
6143,NCT01051349,biib019|daclizumab|daclizumab high yield process|decitabine,biib019 (daclizumab)|trivalent seasonal influenza vaccine,Biological,"multiple sclerosis|multiple sclerosis, relapsing-remitting","relapsing-remitting multiple sclerosis|multiple sclerosis, relapsing-remitting",Demyelinating Diseases
6144,NCT01051440,lisdexamfetamine|stimulant|stimulants,lisdexamfetamine,Drug,attention deficit hyperactivity disorder|bipolar disorder|depressive|mania,bipolar disorder,Psychiatry and Psychology Category
6145,NCT01051531,paliperidone palmitate,paliperidone palmitate,Drug,schizophrenia,schizophrenia,Diseases of the nervous system
6146,NCT01051882,neurotrophic factors,msc-ntf cells transplantation (im)|msc-ntf cells transplantation (it),Biological,amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,Central Nervous System Diseases
6147,NCT01052103,ly2140023,standard of care|ly2140023,Drug,negative|negative symptoms|schizophrenia,schizophrenia,Diseases of the nervous system
6148,NCT01052337,propofol|sevoflurane,anaesthetics: sevofluorane,Drug,cervical myelopathy,spinal cord diseases,Central Nervous System Diseases
6149,NCT01052363,bevacizumab|ca4p|fosbretabulin,"bevacizumab, ca4p",Drug,recurrent gliomas|recurrent high-grade gliomas,central nervous system neoplasms,Nervous System Neoplasms
6150,NCT01052389,aripiprazole|haloperidol|olanzapine,haloperidol|olanzapine|aripiprazole,Drug,metabolic syndrome|schizophrenia|schizophrenic,schizophrenia,Diseases of the nervous system
6151,NCT01052623,,"somatropin, clonidine, l-arginin-hydrochloride, estradiol valerate",Drug,ataxia telangiectasia|failure,ataxia telangiectasia,Neurocutaneous Syndromes
6152,NCT01052831,dopamine agonist|naltrexone,naltrexone,Drug,"disruptive, impulse control, and conduct disorders|icd|impulse control disorders|parkinson disease",parkinson disease,Central Nervous System Diseases
6153,NCT01053156,minocycline,minocycline hydrochloride,Drug,fragile x|fragile x syndrome,fragile x syndrome,Neurologic Manifestations
6154,NCT01053507,treximet,sumatriptan/naproxen sodium,Drug,cognitive dysfunction|headache|post-traumatic headache,post-traumatic headache,Central Nervous System Diseases
6155,NCT01054404,furosemide|mannitol,furosemide,Drug,brain surgery|brain surgery for|brain tumor resection|craniotomy for|dehydration|increased brain bulk|intravascular volume depletion|tumors,brain edema,Central Nervous System Diseases
6156,NCT01054430,avanafil|ta-1790,avanafil,Drug,hepatic impairment,erectile dysfunction,Diseases Category
6157,NCT01054599,memantine,memantine,Drug|Other,"epilepsies, partial|epilepsy|left temporal lobe epilepsy|left temporal lobe seizures|localization-related seizures|memory difficulties|memory disorders|memory dysfunction|verbal memory dysfunction",epilepsy,Central Nervous System Diseases
6158,NCT01054859,avanafil|ethanol,avanafil,Drug|Other,,erectile dysfunction,Diseases Category
6159,NCT01054976,galantamine,galantamine,Drug,alzheimer disease|alzheimer's dementia|serious disturbance of attention,alzheimer disease,Neurodegenerative Diseases
6160,NCT01055171,propranolol,propranolol,Drug,"alcohol|alcohol dependence|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
6161,NCT01055379,rasagiline,rasagiline,Drug,"depressive|non-demented, idiopathic parkinson's disease",depression|parkinson disease,Central Nervous System Diseases|Psychiatry and Psychology Category
6162,NCT01055392,lithium,lithium carbonate,Drug,alzheimer disease|amnestic mild cognitive impairment|bipolar disorder|dementia|mild cognitive impairment,alzheimer disease,Neurodegenerative Diseases
6163,NCT01056705,inactivated poliomyelitis vaccine|sab|sabin ipv,inactivated poliomyelitis vaccine (sabin strains)|inactivated poliomyelitis vaccine (salk strains).|oral poliomyelitis vaccine,Biological,,poliomyelitis,Neuromuscular Diseases
6164,NCT01056965,al-108|davunetide|nap,"davunetide (al-108, nap)",Drug,"cbs|corticobasal degeneration syndrome|frontotemporal lobar degeneration|predicted tauopathies|progressive supranuclear palsy|psp|supranuclear palsy, progressive|tau pathology|tauopathies","primary progressive nonfluent aphasia|progressive supranuclear palsy|supranuclear palsy, progressive",Central Nervous System Diseases|Cranial Nerve Diseases
6165,NCT01057030,bms-708163,bms-708163,Drug,,alzheimer disease,Neurodegenerative Diseases
6166,NCT01057082,amino acids,juven,Dietary Supplement,sarcopenia,sarcopenia,Neurologic Manifestations
6167,NCT01057160,rizatriptan,rizatriptan,Drug,acute migraine,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
6168,NCT01057680,creatine,creatine monohydrate,Dietary Supplement,muscle and bone loss|reduction in muscle and bone,sarcopenia,Neurologic Manifestations
6169,NCT01057849,,risperidone|olanzapine|aripiprazole,Drug,first-episode schizophrenia|first-episode schizophrenic|schizophrenia,schizophrenia,Diseases of the nervous system
6170,NCT01057862,naltrexone|opioid antagonist,naltrexone,Drug|Other,gambling,gambling,Psychiatry and Psychology Category
6171,NCT01057901,flibanserin,flibanserin,Drug,"postmenopausal|sexual dysfunctions, psychological","sexual dysfunctions, psychological",Psychiatry and Psychology Category
6172,NCT01058005,glatiramer acetate|interferon beta-1a|interferon β-1a|natalizumab,glatiramer acetate|interferon beta-1a|bg00002 (natalizumab),Drug,"multiple sclerosis, relapsing-remitting","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
6173,NCT01058096,cariprazine,cariprazine,Drug,acute mania|acute manic or mixed episodes|bipolar i disorder,mania|bipolar disorder,Diseases Category|Psychiatry and Psychology Category
6174,NCT01058291,kw-6500|levodopa,kw-6500,Drug,motor response complications|parkinson disease,parkinson disease,Central Nervous System Diseases
6175,NCT01058395,minocycline,minocycline,Drug,moderate and severe tbi|severe|tbi,"brain injuries, traumatic",Central Nervous System Diseases
6176,NCT01058642,adl5747,pregabalin|adl5747,Drug,"neuralgia, postherpetic","neuralgia, postherpetic",Neuromuscular Diseases
6177,NCT01058668,cariprazine,cariprazine,Drug,acute mania|acute manic or mixed episodes|bipolar i disorder,mania,Diseases Category
6178,NCT01058850,egfrviii peptide vaccine,rindopepimut,Biological,conventional radiation|diffuse intrinsic pontine glioma|diffuse intrinsic pontine gliomas,brain stem neoplasms,Nervous System Neoplasms
6179,NCT01058941,lipoic acid|omega-3 fatty acids|omega-3s,lipoic acid and fish oil concentrate,Drug,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
6180,NCT01059396,beta-blockers,carvedilol|propranolol,Drug,cirrhosis|decompensation of|decompensation of cirrhosis|portal hypertension,hepatic encephalopathy,Central Nervous System Diseases
6181,NCT01059890,antibiotics,cefotaxime|metronidazole|fosfocine|ciprofloxacin,Drug,acute brain injury|brain infections,brain injuries,"Trauma, Nervous System"
6182,NCT01060111,propranolol|topiramate,topiramate standard|topiramate slow|propranolol booster,Drug,headache|migraine|migraine disorders|migraine with|without aura,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
6183,NCT01060228,paliperidone|valproic acid,paliperidone er|divalproex sodium er,Drug,,epilepsy|schizophrenia,Central Nervous System Diseases|Diseases of the nervous system
6184,NCT01060878,pym50028,pym50028,Drug,early-stage parkinson's disease,parkinson disease,Central Nervous System Diseases
6185,NCT01061190,beta-blocker|propranolol,propranolol,Drug,acute ischemic stroke,stroke,Central Nervous System Diseases
6186,NCT01061372,pregabalin,pregabalin,Drug,moderate to severe restless legs syndrome|restless legs syndrome,restless legs syndrome,Restless Legs Syndrome
6187,NCT01061528,,transdermal nicotine,Drug,smoking,tobacco use disorder|nicotine dependence,Diseases Category
6188,NCT01061866,thalidomide,3-phthalimidoglutarimide (thalidomide),Drug,drug resistant epilepsy,drug resistant epilepsy,Central Nervous System Diseases
6189,NCT01062451,ace inhibitor|angiotensin receptor blocker|candesartan|perindopril,candesartan|perindopril,Drug,methamphetamine|methamphetamine dependence,substance-related disorders,Diseases Category
6190,NCT01062529,somatostatin,somatostatin,Drug,growth hormone|insulin resistance,acromegaly,Central Nervous System Diseases
6191,NCT01062698,,alteplase (rt-pa)/actilyse,Drug,acute ischemic stroke|neurological impairment accident|occlusion of proximal cerebral arteries|stroke,stroke,Central Nervous System Diseases
6192,NCT01062711,,whey or soy protein,Dietary Supplement,loss of muscle|muscle loss,sarcopenia,Neurologic Manifestations
6193,NCT01062932,cycloserine,cycloserine,Drug,acrophobia|anxiety|cigarette smoking|social phobia|substance-related disorders,tobacco use disorder,Diseases Category
6194,NCT01062945,cocaine|doxazosin,doxazosin,Drug,cocaine dependent,substance-related disorders|cocaine dependence|cocaine-related disorders|cocaine-related disorders,Diseases Category
6195,NCT01063205,acetylcysteine|metamfetamine|methamphetamine,acetylcysteine,Drug,ma-dependent|methamphetamine dependence,substance-related disorders,Diseases Category
6196,NCT01063348,n-acetyl cysteine,n-acetyl cysteine,Drug,excoriation disorder,excoriation disorder,Psychiatry and Psychology Category
6197,NCT01063621,kw-6500|levodopa,kw-6500,Drug,motor response complications|parkinson disease,parkinson disease,Central Nervous System Diseases
6198,NCT01063764,levetiracetam,levetiracetam,Drug,partial seizures|uncontrolled partial seizures,epilepsy,Central Nervous System Diseases
6199,NCT01063855,dapoxetine|sildenafil|tadala|varden,pde5i (phosphodiesterase-5 inhibitor)|dapoxetine,Drug,- 5 inhibitor|erectile dysfunction|premature ejaculation,erectile dysfunction,Diseases Category
6200,NCT01064401,daclizumab|decitabine|ifn β-1a|interferon beta-1a|interferon β 1a,interferon beta-1a|biib019 (daclizumab high yield process),Biological,"multiple sclerosis|multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis","relapsing-remitting multiple sclerosis|multiple sclerosis, relapsing-remitting",Demyelinating Diseases
6201,NCT01064505,qpi-1007,qpi-1007 at various doses,Drug,acute non-arteritic anterior ischemic optic neuropathy|non-arteritic anterior ischemic optic neuropathy|optic nerve atrophy,optic atrophy,Cranial Nerve Diseases
6202,NCT01064973,r-baclofen|stx209,arbaclofen,Drug,aggression|asd|autism spectrum disorder|irritability,autism spectrum disorder,Psychiatry and Psychology Category
6203,NCT01065012,- 5|udenafil,udenafil 100 mg|udenafil 50 mg|udenafil 150 mg,Drug,erectile dysfunction,erectile dysfunction,Diseases Category
6204,NCT01065558,psyrx 101,ecopipam,Drug,lesch-nyhan syndrome|self-injurious behavior,lesch-nyhan syndrome,Neurologic Manifestations
6205,NCT01065727,immunomodulator|mitoxantrone|natalizumab,,Other,aggressive remitting multiple sclerosis,multiple sclerosis,Demyelinating Diseases
6206,NCT01066156,,quetiapine,Drug,"emotional numbing|stress disorders, post-traumatic","stress disorders, post-traumatic",Psychiatry and Psychology Category
6207,NCT01066299,ox|oxytocin,inactive nasal spray|syntocinon®,Drug,"anxiety|anxiety disorders|schizophrenia|social anxiety|stress disorders, post-traumatic",mental disorders,Psychiatry and Psychology Category
6208,NCT01066403,atypical|d1/d2 receptor agonist|pergolide,pergolide,Drug,non-acute schizophrenic|schizophrenic,schizophrenia,Diseases of the nervous system
6209,NCT01066442,bf2. 649,bf2.649 (pitolisant),Drug,excessive daytime sleepiness|parkinson disease,parkinson disease,Central Nervous System Diseases
6210,NCT01066481,pf-01913539,pf-01913539 5 mg,Drug,mild to moderate alzheimer's disease|mild-to-moderate alzheimer's disease,alzheimer disease|dementia,Diseases of the nervous system|Central Nervous System Diseases|Neurodegenerative Diseases
6211,NCT01066546,latrepirdine|pf-01913539,dimebon tablet for oral administration,Drug,moderate-to-severe alzheimer's disease,alzheimer disease,Neurodegenerative Diseases
6212,NCT01066572,lisinopril,lisinopril,Drug,stroke,stroke,Central Nervous System Diseases
6213,NCT01066897,pramipexole,pramipexole,Drug,anhedonia|depression|major depressed|major depression,depression,Psychiatry and Psychology Category
6214,NCT01067222,bf2. 649,modafinil|bf2.649,Drug,excessive daytime sleepiness|narcolepsy|narcoleptic,sleep wake disorders|cataplexy|narcolepsy,Sleep Wake Disorders|Diseases of the nervous system|Sleep Wake Disorders|Diseases Category
6215,NCT01067235,bf2. 649|modafinil,bf2.649 add on modafinil|bf2.649,Drug,cataplexy|narcolepsy,cataplexy|narcolepsy,Sleep Wake Disorders|Diseases of the nervous system|Sleep Wake Disorders
6216,NCT01067391,tadalafil,tadalafil,Drug,- 6|above|complete spinal cord injury|hypotension|quadriplegia|spinal cord injuries|tetraplegia|thoracic level,spinal cord injuries,"Trauma, Nervous System"
6217,NCT01067521,glatiramer acetate,glatiramer acetate (ga),Drug,"multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis","multiple sclerosis, relapsing-remitting",Demyelinating Diseases
6218,NCT01067599,nicotine|tsna,,Other,,tobacco use disorder|tobacco use disorder|nicotine dependence,Diseases Category
6219,NCT01067846,cycloserine,"seromycin (d-cycloserine, dcs)",Drug|Behavioral,addic|cocaine addicts|crack cocaine|drug|drug craving|to,cocaine-related disorders,Diseases Category
6220,NCT01068353,etanercept,etanercept,Biological|Other,alzheimer disease,alzheimer disease,Neurodegenerative Diseases
6221,NCT01068847,,2-4 of the drugs listed below,Drug,methadone,substance-related disorders,Diseases Category
6222,NCT01069159,propranolol,propranolol hydrochloride,Drug,propranolol treatment of traumatic memories|traumatic memories,"stress disorders, post-traumatic",Psychiatry and Psychology Category
6223,NCT01069536,metoclopramide,metoclopramide 10 mg,Drug,akathisia|moderate to severe nausea|nausea|psychomotor agitation,psychomotor agitation|akathisia,Diseases of the nervous system
6224,NCT01070316,everolimus,everolimus,Drug,epilepsy|epileptic seizures|tuberous sclerosis,tuberous sclerosis|epilepsy,Central Nervous System Diseases|Neurocutaneous Syndromes
6225,NCT01070628,carbidopa|levodopa,stalevo (levodopa/ carbidopa/ entacapone)|sinemet (levodopa/carbidopa),Drug,,parkinson disease,Central Nervous System Diseases
6226,NCT01070732,acetaminophen|paracetamol,paracetamol|acetaminophen,Drug,,analgesia,Diseases of the nervous system
6227,NCT01071044,lisdexamfetamine dimesylate|psychostimulant|stimulants,lisdexamfetamine dimesylate,Drug,"attention|attention deficit hyperactivity disorder|chronic muscle pain|cognitive impairment|fatigue|fatigue syndrome, chronic|hyperactivity problems|musculoskeletal pain|pain|unexplained","fatigue syndrome, chronic",Neuromuscular Diseases
6228,NCT01071083,natalizumab,interferon beta 1-a|natalizumab|glatiramer acetate|methylprednisolone,Drug|Other,ms,"multiple sclerosis, relapsing-remitting",Demyelinating Diseases
6229,NCT01071135,quetiapine,quetiapine xr,Drug,cannabis induced psychosis|marijuana abuse|schizophrenia|schizophrenic,schizophrenia,Diseases of the nervous system
6230,NCT01071317,,sumatriptan|naproxen,Drug,acute migraine|headache|migraine|migraine disorders|pain,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
6231,NCT01071395,amantadine,amantadine,Drug,dyskinesias|parkinson disease,parkinson disease,Central Nervous System Diseases
6232,NCT01071512,,natalizumab,Drug,degeneration|multiple sclerosis|neurodegeneration,multiple sclerosis,Demyelinating Diseases
6233,NCT01071538,buprenorphine,buprenorphine,Drug,-|treatment resistant depression,depression,Psychiatry and Psychology Category
6234,NCT01071616,cannabinoid|cannabinoids|medical cannabis,cannabis cigarette,Drug,,substance-related disorders,Diseases Category
6235,NCT01071876,bf2. 649,bf2.649,Drug,"excessive daytime sleepiness|sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
6236,NCT01072370,,intravenous sham|cord blood infusion,Biological,cerebral palsy|motor disability|non-progressive motor disability,cerebral palsy,Central Nervous System Diseases
6237,NCT01072630,armodafinil|mood,armodafinil,Drug,bipolar i disorder|major depression,depression,Psychiatry and Psychology Category
6238,NCT01072812,posiphen®,posiphen® tartrate capsules,Drug,amnestic mci|amnestic mild cognitive impairment,alzheimer disease,Neurodegenerative Diseases
6239,NCT01072929,armodafinil|mood,armodafinil,Drug,bipolar i disorder|major depression,depression,Psychiatry and Psychology Category
6240,NCT01072968,bf2. 649,bf2.649,Drug,"excessive daytime sleepiness|sleep apnea, obstructive","sleep apnea, obstructive",Sleep Wake Disorders
6241,NCT01073007,simvastatin,simvastatin,Drug,acute phase of|ischemic stroke|stroke,stroke,Diseases Category
6242,NCT01073228,alpha-7 nicotinic acetylcholine receptor agonist|evp-6124,evp-6124,Drug,mild to moderate probable alzheimer's disease,alzheimer disease|central nervous system diseases,Central Nervous System Diseases|Neurodegenerative Diseases
6243,NCT01073319,rivastigmine,rivastigmine,Drug|Other,methamphetamine|methamphetamine dependence,substance-related disorders,Diseases Category
6244,NCT01073787,sodium,normal saline,Drug,headache pain|migraine|migraine disorders,migraine disorders|migraine,Diseases of the nervous system|Central Nervous System Diseases
6245,NCT01073800,atorvastatin|statin|statins,atorvastatin 80 mg per os daily,Drug,critical care|critically|critically ill|heart attack|inflammation|kidney failure|stroke|vascular inflammatory occlusion,stroke,Central Nervous System Diseases
6246,NCT01073813,minocycline,minocycline,Drug,acute optic neuritis|ms|optic neuritis,optic neuritis|multiple sclerosis,Demyelinating Diseases|Cranial Nerve Diseases
6247,NCT01073995,steroid,kenalog and sensorcaine,Drug,lumbar disc herniations|pain|sciatic,radiculopathy,Diseases of the nervous system|Neuromuscular Diseases
6248,NCT01074073,lithium|lurasidone|lurasidone hcl,lurasidone hcl,Drug,psychotic disorders|schizoaffective disorder|schizophrenia,schizophrenia,Diseases of the nervous system
6249,NCT01074359,a0001,a0001 (alpha-tocopherolquinone),Drug,a3243g mitochondrial dna point mutation|impaired mitochondrial function,neuromuscular diseases,Neuromuscular Diseases
6250,NCT01074619,memantine,memantine,Drug,"cognitive disorders|multiple sclerosis, relapsing-remitting|relapsing-remitting multiple sclerosis",multiple sclerosis,Demyelinating Diseases
6251,NCT01074944,eliglustat tartrate|genz-112638|genz-99067,eliglustat tartrate,Drug,gaucher disease type 1,gaucher disease,Central Nervous System Diseases
